location,Deaths,timestamp,raw_predicted_val
Washington,101.0,2019-10-01,101.0
Washington,99.0,2019-11-01,100.0
Washington,115.0,2019-12-01,107.0
Washington,,2020-01-01,119.0
Washington,,2020-02-01,115.0
Washington,,2020-03-01,151.0
Washington,,2020-04-01,151.0
Washington,,2020-05-01,163.0
Washington,,2020-06-01,148.0
Washington,,2020-07-01,157.0
Washington,,2020-08-01,158.0
Washington,,2020-09-01,125.0
Washington,,2020-10-01,152.0
Washington,,2020-11-01,139.0
Washington,,2020-12-01,146.0
West Virginia,68.0,2018-12-01,68.0
West Virginia,62.0,2019-01-01,62.0
West Virginia,50.0,2019-02-01,50.0
West Virginia,75.0,2019-03-01,75.0
West Virginia,79.0,2019-04-01,79.0
West Virginia,60.0,2019-05-01,60.0
West Virginia,70.0,2019-06-01,70.0
West Virginia,86.0,2019-07-01,86.0
West Virginia,77.0,2019-08-01,77.0
West Virginia,66.0,2019-09-01,66.0
West Virginia,78.0,2019-10-01,78.0
West Virginia,88.0,2019-11-01,125.0
West Virginia,79.0,2019-12-01,74.0
West Virginia,,2020-01-01,78.0
West Virginia,,2020-02-01,78.0
West Virginia,,2020-03-01,89.0
West Virginia,,2020-04-01,102.0
West Virginia,,2020-05-01,167.0
West Virginia,,2020-06-01,143.0
West Virginia,,2020-07-01,113.0
West Virginia,,2020-08-01,113.0
West Virginia,,2020-09-01,127.0
West Virginia,,2020-10-01,97.0
West Virginia,,2020-11-01,148.0
West Virginia,,2020-12-01,122.0
Wisconsin,108.0,2018-12-01,108.0
Wisconsin,85.0,2019-01-01,85.0
Wisconsin,77.0,2019-02-01,77.0
Wisconsin,114.0,2019-03-01,114.0
Wisconsin,105.0,2019-04-01,105.0
Wisconsin,104.0,2019-05-01,104.0
Wisconsin,85.0,2019-06-01,85.0
Wisconsin,105.0,2019-07-01,105.0
Wisconsin,115.0,2019-08-01,115.0
Wisconsin,101.0,2019-09-01,101.0
Wisconsin,96.0,2019-10-01,96.0
Wisconsin,103.0,2019-11-01,110.0
Wisconsin,111.0,2019-12-01,106.0
Wisconsin,,2020-01-01,114.0
Wisconsin,,2020-02-01,133.0
Wisconsin,,2020-03-01,115.0
Wisconsin,,2020-04-01,124.0
Wisconsin,,2020-05-01,165.0
Wisconsin,,2020-06-01,142.0
Wisconsin,,2020-07-01,136.0
Wisconsin,,2020-08-01,139.0
Wisconsin,,2020-09-01,132.0
Wisconsin,,2020-10-01,110.0
Wisconsin,,2020-11-01,119.0
Wisconsin,,2020-12-01,110.0
Wyoming,3.0,2018-12-01,3.0
Wyoming,7.0,2019-01-01,7.0
Wyoming,4.0,2019-02-01,4.0
Wyoming,10.0,2019-03-01,10.0
Wyoming,3.0,2019-04-01,3.0
Wyoming,4.0,2019-05-01,4.0
Wyoming,7.0,2019-06-01,7.0
Wyoming,7.0,2019-07-01,7.0
Wyoming,7.0,2019-08-01,7.0
Wyoming,7.5,2019-09-01,7.5
Wyoming,8.5,2019-10-01,8.5
Wyoming,4.0,2019-11-01,-3.0
Wyoming,11.0,2019-12-01,10.0
Wyoming,,2020-01-01,13.0
Wyoming,,2020-02-01,6.0
Wyoming,,2020-03-01,11.0
Wyoming,,2020-04-01,5.0
Wyoming,,2020-05-01,9.0
Wyoming,,2020-06-01,3.0
Wyoming,,2020-07-01,11.0
Wyoming,,2020-08-01,8.0
Wyoming,,2020-09-01,15.5
Wyoming,,2020-10-01,11.5
Wyoming,,2020-11-01,7.0
Wyoming,,2020-12-01,1.0
