"State_Name","Year","Month Code","Division","Region","Deaths"
"Alabama",2014,"2014/01","East South Central","South",63
"Alabama",2014,"2014/02","East South Central","South",50
"Alabama",2014,"2014/03","East South Central","South",72
"Alabama",2014,"2014/04","East South Central","South",64
"Alabama",2014,"2014/05","East South Central","South",57
"Alabama",2014,"2014/06","East South Central","South",65
"Alabama",2014,"2014/07","East South Central","South",71
"Alabama",2014,"2014/08","East South Central","South",76
"Alabama",2014,"2014/09","East South Central","South",46
"Alabama",2014,"2014/10","East South Central","South",51
"Alabama",2014,"2014/11","East South Central","South",52
"Alabama",2014,"2014/12","East South Central","South",56
"Alabama",2015,"2015/01","East South Central","South",65
"Alabama",2015,"2015/02","East South Central","South",60
"Alabama",2015,"2015/03","East South Central","South",79
"Alabama",2015,"2015/04","East South Central","South",69
"Alabama",2015,"2015/05","East South Central","South",74
"Alabama",2015,"2015/06","East South Central","South",66
"Alabama",2015,"2015/07","East South Central","South",64
"Alabama",2015,"2015/08","East South Central","South",67
"Alabama",2015,"2015/09","East South Central","South",54
"Alabama",2015,"2015/10","East South Central","South",39
"Alabama",2015,"2015/11","East South Central","South",48
"Alabama",2015,"2015/12","East South Central","South",51
"Alabama",2016,"2016/01","East South Central","South",58
"Alabama",2016,"2016/02","East South Central","South",62
"Alabama",2016,"2016/03","East South Central","South",51
"Alabama",2016,"2016/04","East South Central","South",59
"Alabama",2016,"2016/05","East South Central","South",56
"Alabama",2016,"2016/06","East South Central","South",86
"Alabama",2016,"2016/07","East South Central","South",67
"Alabama",2016,"2016/08","East South Central","South",68
"Alabama",2016,"2016/09","East South Central","South",68
"Alabama",2016,"2016/10","East South Central","South",49
"Alabama",2016,"2016/11","East South Central","South",61
"Alabama",2016,"2016/12","East South Central","South",71
"Alabama",2017,"2017/01","East South Central","South",83
"Alabama",2017,"2017/02","East South Central","South",66
"Alabama",2017,"2017/03","East South Central","South",82
"Alabama",2017,"2017/04","East South Central","South",64
"Alabama",2017,"2017/05","East South Central","South",69
"Alabama",2017,"2017/06","East South Central","South",80
"Alabama",2017,"2017/07","East South Central","South",71
"Alabama",2017,"2017/08","East South Central","South",71
"Alabama",2017,"2017/09","East South Central","South",62
"Alabama",2017,"2017/10","East South Central","South",48
"Alabama",2017,"2017/11","East South Central","South",56
"Alabama",2017,"2017/12","East South Central","South",83
"Alabama",2018,"2018/01","East South Central","South",56
"Alabama",2018,"2018/02","East South Central","South",79
"Alabama",2018,"2018/03","East South Central","South",76
"Alabama",2018,"2018/04","East South Central","South",66
"Alabama",2018,"2018/05","East South Central","South",73
"Alabama",2018,"2018/06","East South Central","South",54
"Alabama",2018,"2018/07","East South Central","South",67
"Alabama",2018,"2018/08","East South Central","South",59
"Alabama",2018,"2018/09","East South Central","South",64
"Alabama",2018,"2018/10","East South Central","South",50
"Alabama",2018,"2018/11","East South Central","South",51
"Alabama",2018,"2018/12","East South Central","South",80
"Alabama",2019,"2019/01","East South Central","South",41
"Alabama",2019,"2019/02","East South Central","South",56
"Alabama",2019,"2019/03","East South Central","South",68
"Alabama",2019,"2019/04","East South Central","South",63
"Alabama",2019,"2019/05","East South Central","South",71
"Alabama",2019,"2019/06","East South Central","South",75
"Alabama",2019,"2019/07","East South Central","South",66
"Alabama",2019,"2019/08","East South Central","South",73
"Alabama",2019,"2019/09","East South Central","South",53
"Alabama",2019,"2019/10","East South Central","South",75
"Alabama",2019,"2019/11","East South Central","South",58
"Alabama",2019,"2019/12","East South Central","South",70
"Alaska",2014,"2014/01","Pacific","West",9
"Alaska",2014,"2014/02","Pacific","West",7
"Alaska",2014,"2014/03","Pacific","West",13
"Alaska",2014,"2014/04","Pacific","West",6
"Alaska",2014,"2014/05","Pacific","West",10
"Alaska",2014,"2014/06","Pacific","West",10
"Alaska",2014,"2014/07","Pacific","West",8
"Alaska",2014,"2014/08","Pacific","West",6
"Alaska",2014,"2014/09","Pacific","West",11
"Alaska",2014,"2014/10","Pacific","West",16
"Alaska",2014,"2014/11","Pacific","West",15
"Alaska",2014,"2014/12","Pacific","West",13
"Alaska",2015,"2015/01","Pacific","West",12
"Alaska",2015,"2015/02","Pacific","West",7
"Alaska",2015,"2015/03","Pacific","West",10
"Alaska",2015,"2015/04","Pacific","West",6
"Alaska",2015,"2015/05","Pacific","West",9
"Alaska",2015,"2015/06","Pacific","West",8
"Alaska",2015,"2015/07","Pacific","West",5
"Alaska",2015,"2015/08","Pacific","West",13
"Alaska",2015,"2015/09","Pacific","West",12
"Alaska",2015,"2015/10","Pacific","West",12
"Alaska",2015,"2015/11","Pacific","West",11
"Alaska",2015,"2015/12","Pacific","West",17
"Alaska",2016,"2016/01","Pacific","West",17
"Alaska",2016,"2016/02","Pacific","West",12
"Alaska",2016,"2016/03","Pacific","West",6
"Alaska",2016,"2016/04","Pacific","West",15
"Alaska",2016,"2016/05","Pacific","West",15
"Alaska",2016,"2016/06","Pacific","West",5
"Alaska",2016,"2016/07","Pacific","West",7
"Alaska",2016,"2016/08","Pacific","West",8
"Alaska",2016,"2016/09","Pacific","West",7
"Alaska",2016,"2016/10","Pacific","West",10
"Alaska",2016,"2016/11","Pacific","West",13
"Alaska",2016,"2016/12","Pacific","West",13
"Alaska",2017,"2017/01","Pacific","West",15
"Alaska",2017,"2017/02","Pacific","West",8
"Alaska",2017,"2017/03","Pacific","West",11
"Alaska",2017,"2017/04","Pacific","West",6
"Alaska",2017,"2017/05","Pacific","West",20
"Alaska",2017,"2017/06","Pacific","West",7
"Alaska",2017,"2017/07","Pacific","West",14
"Alaska",2017,"2017/08","Pacific","West",15
"Alaska",2017,"2017/09","Pacific","West",17
"Alaska",2017,"2017/10","Pacific","West",8
"Alaska",2017,"2017/11","Pacific","West",9
"Alaska",2017,"2017/12","Pacific","West",17
"Alaska",2018,"2018/01","Pacific","West",11
"Alaska",2018,"2018/02","Pacific","West",9
"Alaska",2018,"2018/03","Pacific","West",8
"Alaska",2018,"2018/04","Pacific","West",12
"Alaska",2018,"2018/05","Pacific","West",3
"Alaska",2018,"2018/06","Pacific","West",7
"Alaska",2018,"2018/07","Pacific","West",7
"Alaska",2018,"2018/08","Pacific","West",11
"Alaska",2018,"2018/09","Pacific","West",6
"Alaska",2018,"2018/10","Pacific","West",7
"Alaska",2018,"2018/11","Pacific","West",13
"Alaska",2018,"2018/12","Pacific","West",16
"Alaska",2019,"2019/01","Pacific","West",13
"Alaska",2019,"2019/02","Pacific","West",18
"Alaska",2019,"2019/03","Pacific","West",15
"Alaska",2019,"2019/04","Pacific","West",6
"Alaska",2019,"2019/05","Pacific","West",13
"Alaska",2019,"2019/06","Pacific","West",11
"Alaska",2019,"2019/07","Pacific","West",7
"Alaska",2019,"2019/08","Pacific","West",6
"Alaska",2019,"2019/09","Pacific","West",10
"Alaska",2019,"2019/10","Pacific","West",16
"Alaska",2019,"2019/11","Pacific","West",7
"Alaska",2019,"2019/12","Pacific","West",9
"Arizona",2014,"2014/01","Mountain","West",115
"Arizona",2014,"2014/02","Mountain","West",100
"Arizona",2014,"2014/03","Mountain","West",110
"Arizona",2014,"2014/04","Mountain","West",99
"Arizona",2014,"2014/05","Mountain","West",99
"Arizona",2014,"2014/06","Mountain","West",90
"Arizona",2014,"2014/07","Mountain","West",114
"Arizona",2014,"2014/08","Mountain","West",95
"Arizona",2014,"2014/09","Mountain","West",98
"Arizona",2014,"2014/10","Mountain","West",91
"Arizona",2014,"2014/11","Mountain","West",108
"Arizona",2014,"2014/12","Mountain","West",92
"Arizona",2015,"2015/01","Mountain","West",79
"Arizona",2015,"2015/02","Mountain","West",89
"Arizona",2015,"2015/03","Mountain","West",115
"Arizona",2015,"2015/04","Mountain","West",102
"Arizona",2015,"2015/05","Mountain","West",115
"Arizona",2015,"2015/06","Mountain","West",114
"Arizona",2015,"2015/07","Mountain","West",103
"Arizona",2015,"2015/08","Mountain","West",137
"Arizona",2015,"2015/09","Mountain","West",104
"Arizona",2015,"2015/10","Mountain","West",114
"Arizona",2015,"2015/11","Mountain","West",114
"Arizona",2015,"2015/12","Mountain","West",88
"Arizona",2016,"2016/01","Mountain","West",103
"Arizona",2016,"2016/02","Mountain","West",97
"Arizona",2016,"2016/03","Mountain","West",116
"Arizona",2016,"2016/04","Mountain","West",125
"Arizona",2016,"2016/05","Mountain","West",122
"Arizona",2016,"2016/06","Mountain","West",138
"Arizona",2016,"2016/07","Mountain","West",161
"Arizona",2016,"2016/08","Mountain","West",127
"Arizona",2016,"2016/09","Mountain","West",96
"Arizona",2016,"2016/10","Mountain","West",115
"Arizona",2016,"2016/11","Mountain","West",102
"Arizona",2016,"2016/12","Mountain","West",80
"Arizona",2017,"2017/01","Mountain","West",127
"Arizona",2017,"2017/02","Mountain","West",89
"Arizona",2017,"2017/03","Mountain","West",133
"Arizona",2017,"2017/04","Mountain","West",113
"Arizona",2017,"2017/05","Mountain","West",141
"Arizona",2017,"2017/06","Mountain","West",148
"Arizona",2017,"2017/07","Mountain","West",155
"Arizona",2017,"2017/08","Mountain","West",150
"Arizona",2017,"2017/09","Mountain","West",118
"Arizona",2017,"2017/10","Mountain","West",126
"Arizona",2017,"2017/11","Mountain","West",115
"Arizona",2017,"2017/12","Mountain","West",117
"Arizona",2018,"2018/01","Mountain","West",142
"Arizona",2018,"2018/02","Mountain","West",103
"Arizona",2018,"2018/03","Mountain","West",148
"Arizona",2018,"2018/04","Mountain","West",122
"Arizona",2018,"2018/05","Mountain","West",140
"Arizona",2018,"2018/06","Mountain","West",150
"Arizona",2018,"2018/07","Mountain","West",187
"Arizona",2018,"2018/08","Mountain","West",163
"Arizona",2018,"2018/09","Mountain","West",110
"Arizona",2018,"2018/10","Mountain","West",122
"Arizona",2018,"2018/11","Mountain","West",145
"Arizona",2018,"2018/12","Mountain","West",138
"Arizona",2019,"2019/01","Mountain","West",136
"Arizona",2019,"2019/02","Mountain","West",121
"Arizona",2019,"2019/03","Mountain","West",157
"Arizona",2019,"2019/04","Mountain","West",129
"Arizona",2019,"2019/05","Mountain","West",151
"Arizona",2019,"2019/06","Mountain","West",140
"Arizona",2019,"2019/07","Mountain","West",217
"Arizona",2019,"2019/08","Mountain","West",176
"Arizona",2019,"2019/09","Mountain","West",181
"Arizona",2019,"2019/10","Mountain","West",176
"Arizona",2019,"2019/11","Mountain","West",154
"Arizona",2019,"2019/12","Mountain","West",169
"Arkansas",2014,"2014/01","West South Central","South",30
"Arkansas",2014,"2014/02","West South Central","South",26
"Arkansas",2014,"2014/03","West South Central","South",31
"Arkansas",2014,"2014/04","West South Central","South",41
"Arkansas",2014,"2014/05","West South Central","South",25
"Arkansas",2014,"2014/06","West South Central","South",27
"Arkansas",2014,"2014/07","West South Central","South",26
"Arkansas",2014,"2014/08","West South Central","South",23
"Arkansas",2014,"2014/09","West South Central","South",34
"Arkansas",2014,"2014/10","West South Central","South",27
"Arkansas",2014,"2014/11","West South Central","South",35
"Arkansas",2014,"2014/12","West South Central","South",31
"Arkansas",2015,"2015/01","West South Central","South",38
"Arkansas",2015,"2015/02","West South Central","South",28
"Arkansas",2015,"2015/03","West South Central","South",50
"Arkansas",2015,"2015/04","West South Central","South",29
"Arkansas",2015,"2015/05","West South Central","South",39
"Arkansas",2015,"2015/06","West South Central","South",36
"Arkansas",2015,"2015/07","West South Central","South",27
"Arkansas",2015,"2015/08","West South Central","South",30
"Arkansas",2015,"2015/09","West South Central","South",34
"Arkansas",2015,"2015/10","West South Central","South",30
"Arkansas",2015,"2015/11","West South Central","South",28
"Arkansas",2015,"2015/12","West South Central","South",23
"Arkansas",2016,"2016/01","West South Central","South",38
"Arkansas",2016,"2016/02","West South Central","South",30
"Arkansas",2016,"2016/03","West South Central","South",35
"Arkansas",2016,"2016/04","West South Central","South",38
"Arkansas",2016,"2016/05","West South Central","South",39
"Arkansas",2016,"2016/06","West South Central","South",26
"Arkansas",2016,"2016/07","West South Central","South",40
"Arkansas",2016,"2016/08","West South Central","South",31
"Arkansas",2016,"2016/09","West South Central","South",30
"Arkansas",2016,"2016/10","West South Central","South",23
"Arkansas",2016,"2016/11","West South Central","South",41
"Arkansas",2016,"2016/12","West South Central","South",30
"Arkansas",2017,"2017/01","West South Central","South",36
"Arkansas",2017,"2017/02","West South Central","South",30
"Arkansas",2017,"2017/03","West South Central","South",38
"Arkansas",2017,"2017/04","West South Central","South",41
"Arkansas",2017,"2017/05","West South Central","South",38
"Arkansas",2017,"2017/06","West South Central","South",38
"Arkansas",2017,"2017/07","West South Central","South",39
"Arkansas",2017,"2017/08","West South Central","South",46
"Arkansas",2017,"2017/09","West South Central","South",37
"Arkansas",2017,"2017/10","West South Central","South",22
"Arkansas",2017,"2017/11","West South Central","South",37
"Arkansas",2017,"2017/12","West South Central","South",44
"Arkansas",2018,"2018/01","West South Central","South",36
"Arkansas",2018,"2018/02","West South Central","South",20
"Arkansas",2018,"2018/03","West South Central","South",45
"Arkansas",2018,"2018/04","West South Central","South",31
"Arkansas",2018,"2018/05","West South Central","South",57
"Arkansas",2018,"2018/06","West South Central","South",44
"Arkansas",2018,"2018/07","West South Central","South",44
"Arkansas",2018,"2018/08","West South Central","South",48
"Arkansas",2018,"2018/09","West South Central","South",28
"Arkansas",2018,"2018/10","West South Central","South",30
"Arkansas",2018,"2018/11","West South Central","South",31
"Arkansas",2018,"2018/12","West South Central","South",30
"Arkansas",2019,"2019/01","West South Central","South",44
"Arkansas",2019,"2019/02","West South Central","South",31
"Arkansas",2019,"2019/03","West South Central","South",31
"Arkansas",2019,"2019/04","West South Central","South",31
"Arkansas",2019,"2019/05","West South Central","South",34
"Arkansas",2019,"2019/06","West South Central","South",28
"Arkansas",2019,"2019/07","West South Central","South",34
"Arkansas",2019,"2019/08","West South Central","South",28
"Arkansas",2019,"2019/09","West South Central","South",29
"Arkansas",2019,"2019/10","West South Central","South",36
"Arkansas",2019,"2019/11","West South Central","South",30
"Arkansas",2019,"2019/12","West South Central","South",32
"California",2014,"2014/01","Pacific","West",388
"California",2014,"2014/02","Pacific","West",376
"California",2014,"2014/03","Pacific","West",413
"California",2014,"2014/04","Pacific","West",381
"California",2014,"2014/05","Pacific","West",408
"California",2014,"2014/06","Pacific","West",370
"California",2014,"2014/07","Pacific","West",411
"California",2014,"2014/08","Pacific","West",369
"California",2014,"2014/09","Pacific","West",347
"California",2014,"2014/10","Pacific","West",350
"California",2014,"2014/11","Pacific","West",374
"California",2014,"2014/12","Pacific","West",335
"California",2015,"2015/01","Pacific","West",416
"California",2015,"2015/02","Pacific","West",381
"California",2015,"2015/03","Pacific","West",400
"California",2015,"2015/04","Pacific","West",401
"California",2015,"2015/05","Pacific","West",380
"California",2015,"2015/06","Pacific","West",363
"California",2015,"2015/07","Pacific","West",429
"California",2015,"2015/08","Pacific","West",397
"California",2015,"2015/09","Pacific","West",420
"California",2015,"2015/10","Pacific","West",386
"California",2015,"2015/11","Pacific","West",339
"California",2015,"2015/12","Pacific","West",347
"California",2016,"2016/01","Pacific","West",394
"California",2016,"2016/02","Pacific","West",383
"California",2016,"2016/03","Pacific","West",416
"California",2016,"2016/04","Pacific","West",426
"California",2016,"2016/05","Pacific","West",398
"California",2016,"2016/06","Pacific","West",402
"California",2016,"2016/07","Pacific","West",407
"California",2016,"2016/08","Pacific","West",384
"California",2016,"2016/09","Pacific","West",339
"California",2016,"2016/10","Pacific","West",333
"California",2016,"2016/11","Pacific","West",379
"California",2016,"2016/12","Pacific","West",394
"California",2017,"2017/01","Pacific","West",402
"California",2017,"2017/02","Pacific","West",339
"California",2017,"2017/03","Pacific","West",409
"California",2017,"2017/04","Pacific","West",409
"California",2017,"2017/05","Pacific","West",448
"California",2017,"2017/06","Pacific","West",440
"California",2017,"2017/07","Pacific","West",456
"California",2017,"2017/08","Pacific","West",414
"California",2017,"2017/09","Pacific","West",403
"California",2017,"2017/10","Pacific","West",426
"California",2017,"2017/11","Pacific","West",362
"California",2017,"2017/12","Pacific","West",361
"California",2018,"2018/01","Pacific","West",479
"California",2018,"2018/02","Pacific","West",408
"California",2018,"2018/03","Pacific","West",440
"California",2018,"2018/04","Pacific","West",427
"California",2018,"2018/05","Pacific","West",406
"California",2018,"2018/06","Pacific","West",466
"California",2018,"2018/07","Pacific","West",476
"California",2018,"2018/08","Pacific","West",480
"California",2018,"2018/09","Pacific","West",476
"California",2018,"2018/10","Pacific","West",450
"California",2018,"2018/11","Pacific","West",390
"California",2018,"2018/12","Pacific","West",450
"California",2019,"2019/01","Pacific","West",485
"California",2019,"2019/02","Pacific","West",457
"California",2019,"2019/03","Pacific","West",508
"California",2019,"2019/04","Pacific","West",493
"California",2019,"2019/05","Pacific","West",517
"California",2019,"2019/06","Pacific","West",546
"California",2019,"2019/07","Pacific","West",528
"California",2019,"2019/08","Pacific","West",574
"California",2019,"2019/09","Pacific","West",525
"California",2019,"2019/10","Pacific","West",500
"California",2019,"2019/11","Pacific","West",539
"California",2019,"2019/12","Pacific","West",529
"Colorado",2014,"2014/01","Mountain","West",74
"Colorado",2014,"2014/02","Mountain","West",74
"Colorado",2014,"2014/03","Mountain","West",71
"Colorado",2014,"2014/04","Mountain","West",74
"Colorado",2014,"2014/05","Mountain","West",84
"Colorado",2014,"2014/06","Mountain","West",66
"Colorado",2014,"2014/07","Mountain","West",82
"Colorado",2014,"2014/08","Mountain","West",69
"Colorado",2014,"2014/09","Mountain","West",83
"Colorado",2014,"2014/10","Mountain","West",63
"Colorado",2014,"2014/11","Mountain","West",83
"Colorado",2014,"2014/12","Mountain","West",76
"Colorado",2015,"2015/01","Mountain","West",75
"Colorado",2015,"2015/02","Mountain","West",83
"Colorado",2015,"2015/03","Mountain","West",78
"Colorado",2015,"2015/04","Mountain","West",83
"Colorado",2015,"2015/05","Mountain","West",64
"Colorado",2015,"2015/06","Mountain","West",56
"Colorado",2015,"2015/07","Mountain","West",79
"Colorado",2015,"2015/08","Mountain","West",72
"Colorado",2015,"2015/09","Mountain","West",67
"Colorado",2015,"2015/10","Mountain","West",62
"Colorado",2015,"2015/11","Mountain","West",75
"Colorado",2015,"2015/12","Mountain","West",75
"Colorado",2016,"2016/01","Mountain","West",75
"Colorado",2016,"2016/02","Mountain","West",81
"Colorado",2016,"2016/03","Mountain","West",73
"Colorado",2016,"2016/04","Mountain","West",76
"Colorado",2016,"2016/05","Mountain","West",77
"Colorado",2016,"2016/06","Mountain","West",79
"Colorado",2016,"2016/07","Mountain","West",74
"Colorado",2016,"2016/08","Mountain","West",88
"Colorado",2016,"2016/09","Mountain","West",70
"Colorado",2016,"2016/10","Mountain","West",78
"Colorado",2016,"2016/11","Mountain","West",82
"Colorado",2016,"2016/12","Mountain","West",89
"Colorado",2017,"2017/01","Mountain","West",90
"Colorado",2017,"2017/02","Mountain","West",73
"Colorado",2017,"2017/03","Mountain","West",74
"Colorado",2017,"2017/04","Mountain","West",93
"Colorado",2017,"2017/05","Mountain","West",76
"Colorado",2017,"2017/06","Mountain","West",91
"Colorado",2017,"2017/07","Mountain","West",91
"Colorado",2017,"2017/08","Mountain","West",91
"Colorado",2017,"2017/09","Mountain","West",72
"Colorado",2017,"2017/10","Mountain","West",82
"Colorado",2017,"2017/11","Mountain","West",99
"Colorado",2017,"2017/12","Mountain","West",83
"Colorado",2018,"2018/01","Mountain","West",102
"Colorado",2018,"2018/02","Mountain","West",79
"Colorado",2018,"2018/03","Mountain","West",87
"Colorado",2018,"2018/04","Mountain","West",74
"Colorado",2018,"2018/05","Mountain","West",92
"Colorado",2018,"2018/06","Mountain","West",69
"Colorado",2018,"2018/07","Mountain","West",95
"Colorado",2018,"2018/08","Mountain","West",84
"Colorado",2018,"2018/09","Mountain","West",66
"Colorado",2018,"2018/10","Mountain","West",81
"Colorado",2018,"2018/11","Mountain","West",68
"Colorado",2018,"2018/12","Mountain","West",98
"Colorado",2019,"2019/01","Mountain","West",85
"Colorado",2019,"2019/02","Mountain","West",81
"Colorado",2019,"2019/03","Mountain","West",83
"Colorado",2019,"2019/04","Mountain","West",84
"Colorado",2019,"2019/05","Mountain","West",87
"Colorado",2019,"2019/06","Mountain","West",85
"Colorado",2019,"2019/07","Mountain","West",92
"Colorado",2019,"2019/08","Mountain","West",90
"Colorado",2019,"2019/09","Mountain","West",86
"Colorado",2019,"2019/10","Mountain","West",92
"Colorado",2019,"2019/11","Mountain","West",90
"Colorado",2019,"2019/12","Mountain","West",124
"Connecticut",2014,"2014/01","New England","Northeast",53
"Connecticut",2014,"2014/02","New England","Northeast",56
"Connecticut",2014,"2014/03","New England","Northeast",52
"Connecticut",2014,"2014/04","New England","Northeast",50
"Connecticut",2014,"2014/05","New England","Northeast",53
"Connecticut",2014,"2014/06","New England","Northeast",52
"Connecticut",2014,"2014/07","New England","Northeast",32
"Connecticut",2014,"2014/08","New England","Northeast",52
"Connecticut",2014,"2014/09","New England","Northeast",50
"Connecticut",2014,"2014/10","New England","Northeast",58
"Connecticut",2014,"2014/11","New England","Northeast",57
"Connecticut",2014,"2014/12","New England","Northeast",58
"Connecticut",2015,"2015/01","New England","Northeast",59
"Connecticut",2015,"2015/02","New England","Northeast",60
"Connecticut",2015,"2015/03","New England","Northeast",59
"Connecticut",2015,"2015/04","New England","Northeast",64
"Connecticut",2015,"2015/05","New England","Northeast",57
"Connecticut",2015,"2015/06","New England","Northeast",63
"Connecticut",2015,"2015/07","New England","Northeast",86
"Connecticut",2015,"2015/08","New England","Northeast",57
"Connecticut",2015,"2015/09","New England","Northeast",72
"Connecticut",2015,"2015/10","New England","Northeast",87
"Connecticut",2015,"2015/11","New England","Northeast",81
"Connecticut",2015,"2015/12","New England","Northeast",55
"Connecticut",2016,"2016/01","New England","Northeast",83
"Connecticut",2016,"2016/02","New England","Northeast",72
"Connecticut",2016,"2016/03","New England","Northeast",74
"Connecticut",2016,"2016/04","New England","Northeast",83
"Connecticut",2016,"2016/05","New England","Northeast",78
"Connecticut",2016,"2016/06","New England","Northeast",82
"Connecticut",2016,"2016/07","New England","Northeast",79
"Connecticut",2016,"2016/08","New England","Northeast",76
"Connecticut",2016,"2016/09","New England","Northeast",73
"Connecticut",2016,"2016/10","New England","Northeast",77
"Connecticut",2016,"2016/11","New England","Northeast",102
"Connecticut",2016,"2016/12","New England","Northeast",92
"Connecticut",2017,"2017/01","New England","Northeast",90
"Connecticut",2017,"2017/02","New England","Northeast",83
"Connecticut",2017,"2017/03","New England","Northeast",97
"Connecticut",2017,"2017/04","New England","Northeast",79
"Connecticut",2017,"2017/05","New England","Northeast",109
"Connecticut",2017,"2017/06","New England","Northeast",92
"Connecticut",2017,"2017/07","New England","Northeast",96
"Connecticut",2017,"2017/08","New England","Northeast",86
"Connecticut",2017,"2017/09","New England","Northeast",78
"Connecticut",2017,"2017/10","New England","Northeast",84
"Connecticut",2017,"2017/11","New England","Northeast",77
"Connecticut",2017,"2017/12","New England","Northeast",101
"Connecticut",2018,"2018/01","New England","Northeast",67
"Connecticut",2018,"2018/02","New England","Northeast",88
"Connecticut",2018,"2018/03","New England","Northeast",108
"Connecticut",2018,"2018/04","New England","Northeast",80
"Connecticut",2018,"2018/05","New England","Northeast",95
"Connecticut",2018,"2018/06","New England","Northeast",109
"Connecticut",2018,"2018/07","New England","Northeast",96
"Connecticut",2018,"2018/08","New England","Northeast",81
"Connecticut",2018,"2018/09","New England","Northeast",87
"Connecticut",2018,"2018/10","New England","Northeast",85
"Connecticut",2018,"2018/11","New England","Northeast",92
"Connecticut",2018,"2018/12","New England","Northeast",81
"Connecticut",2019,"2019/01","New England","Northeast",82
"Connecticut",2019,"2019/02","New England","Northeast",79
"Connecticut",2019,"2019/03","New England","Northeast",99
"Connecticut",2019,"2019/04","New England","Northeast",87
"Connecticut",2019,"2019/05","New England","Northeast",104
"Connecticut",2019,"2019/06","New England","Northeast",119
"Connecticut",2019,"2019/07","New England","Northeast",122
"Connecticut",2019,"2019/08","New England","Northeast",137
"Connecticut",2019,"2019/09","New England","Northeast",97
"Connecticut",2019,"2019/10","New England","Northeast",81
"Connecticut",2019,"2019/11","New England","Northeast",98
"Connecticut",2019,"2019/12","New England","Northeast",109
"Delaware",2014,"2014/01","South Atlantic","South",12
"Delaware",2014,"2014/02","South Atlantic","South",15
"Delaware",2014,"2014/03","South Atlantic","South",18
"Delaware",2014,"2014/04","South Atlantic","South",22
"Delaware",2014,"2014/05","South Atlantic","South",16
"Delaware",2014,"2014/06","South Atlantic","South",17
"Delaware",2014,"2014/07","South Atlantic","South",11
"Delaware",2014,"2014/08","South Atlantic","South",20
"Delaware",2014,"2014/09","South Atlantic","South",14
"Delaware",2014,"2014/10","South Atlantic","South",21
"Delaware",2014,"2014/11","South Atlantic","South",11
"Delaware",2014,"2014/12","South Atlantic","South",12
"Delaware",2015,"2015/01","South Atlantic","South",29
"Delaware",2015,"2015/02","South Atlantic","South",11
"Delaware",2015,"2015/03","South Atlantic","South",18
"Delaware",2015,"2015/04","South Atlantic","South",19
"Delaware",2015,"2015/05","South Atlantic","South",8
"Delaware",2015,"2015/06","South Atlantic","South",20
"Delaware",2015,"2015/07","South Atlantic","South",17
"Delaware",2015,"2015/08","South Atlantic","South",10
"Delaware",2015,"2015/09","South Atlantic","South",27
"Delaware",2015,"2015/10","South Atlantic","South",8
"Delaware",2015,"2015/11","South Atlantic","South",16
"Delaware",2015,"2015/12","South Atlantic","South",14
"Delaware",2016,"2016/01","South Atlantic","South",12
"Delaware",2016,"2016/02","South Atlantic","South",18
"Delaware",2016,"2016/03","South Atlantic","South",18
"Delaware",2016,"2016/04","South Atlantic","South",26
"Delaware",2016,"2016/05","South Atlantic","South",29
"Delaware",2016,"2016/06","South Atlantic","South",26
"Delaware",2016,"2016/07","South Atlantic","South",26
"Delaware",2016,"2016/08","South Atlantic","South",23
"Delaware",2016,"2016/09","South Atlantic","South",23
"Delaware",2016,"2016/10","South Atlantic","South",15
"Delaware",2016,"2016/11","South Atlantic","South",32
"Delaware",2016,"2016/12","South Atlantic","South",34
"Delaware",2017,"2017/01","South Atlantic","South",36
"Delaware",2017,"2017/02","South Atlantic","South",20
"Delaware",2017,"2017/03","South Atlantic","South",20
"Delaware",2017,"2017/04","South Atlantic","South",27
"Delaware",2017,"2017/05","South Atlantic","South",30
"Delaware",2017,"2017/06","South Atlantic","South",30
"Delaware",2017,"2017/07","South Atlantic","South",34
"Delaware",2017,"2017/08","South Atlantic","South",26
"Delaware",2017,"2017/09","South Atlantic","South",26
"Delaware",2017,"2017/10","South Atlantic","South",25
"Delaware",2017,"2017/11","South Atlantic","South",40
"Delaware",2017,"2017/12","South Atlantic","South",24
"Delaware",2018,"2018/01","South Atlantic","South",27
"Delaware",2018,"2018/02","South Atlantic","South",29
"Delaware",2018,"2018/03","South Atlantic","South",37
"Delaware",2018,"2018/04","South Atlantic","South",36
"Delaware",2018,"2018/05","South Atlantic","South",33
"Delaware",2018,"2018/06","South Atlantic","South",32
"Delaware",2018,"2018/07","South Atlantic","South",27
"Delaware",2018,"2018/08","South Atlantic","South",46
"Delaware",2018,"2018/09","South Atlantic","South",34
"Delaware",2018,"2018/10","South Atlantic","South",42
"Delaware",2018,"2018/11","South Atlantic","South",38
"Delaware",2018,"2018/12","South Atlantic","South",20
"Delaware",2019,"2019/01","South Atlantic","South",33
"Delaware",2019,"2019/02","South Atlantic","South",26
"Delaware",2019,"2019/03","South Atlantic","South",25
"Delaware",2019,"2019/04","South Atlantic","South",32
"Delaware",2019,"2019/05","South Atlantic","South",43
"Delaware",2019,"2019/06","South Atlantic","South",45
"Delaware",2019,"2019/07","South Atlantic","South",41
"Delaware",2019,"2019/08","South Atlantic","South",42
"Delaware",2019,"2019/09","South Atlantic","South",40
"Delaware",2019,"2019/10","South Atlantic","South",30
"Delaware",2019,"2019/11","South Atlantic","South",31
"Delaware",2019,"2019/12","South Atlantic","South",47
