location,pred_timestamp,truth,error,pred,percent_error,month_out
Alabama,2015-12-01,51.0,-9.0,60.0,17.647058823529413,1
Alabama,2016-01-01,58.0,-1.0,59.0,1.7241379310344827,1
Alabama,2016-01-01,58.0,8.0,50.0,13.793103448275861,2
Alabama,2016-02-01,62.0,-1.0,63.0,1.6129032258064515,1
Alabama,2016-02-01,62.0,0.0,62.0,0.0,2
Alabama,2016-02-01,62.0,0.0,62.0,0.0,3
Alabama,2016-03-01,51.0,1.0,50.0,1.9607843137254901,1
Alabama,2016-03-01,51.0,2.0,49.0,3.9215686274509802,2
Alabama,2016-03-01,51.0,2.0,49.0,3.9215686274509802,3
Alabama,2016-03-01,51.0,2.0,49.0,3.9215686274509802,4
Alabama,2016-04-01,59.0,-4.0,63.0,6.779661016949152,1
Alabama,2016-04-01,59.0,-5.0,64.0,8.47457627118644,2
Alabama,2016-04-01,59.0,-5.0,64.0,8.47457627118644,3
Alabama,2016-04-01,59.0,-5.0,64.0,8.47457627118644,4
Alabama,2016-04-01,59.0,-5.0,64.0,8.47457627118644,5
Alabama,2016-05-01,56.0,1.0,55.0,1.7857142857142856,1
Alabama,2016-05-01,56.0,5.0,51.0,8.928571428571429,2
Alabama,2016-05-01,56.0,5.0,51.0,8.928571428571429,3
Alabama,2016-05-01,56.0,5.0,51.0,8.928571428571429,4
Alabama,2016-05-01,56.0,5.0,51.0,8.928571428571429,5
Alabama,2016-05-01,56.0,5.0,51.0,8.928571428571429,6
Alabama,2016-06-01,86.0,2.0,84.0,2.3255813953488373,1
Alabama,2016-06-01,86.0,1.0,85.0,1.1627906976744187,2
Alabama,2016-06-01,86.0,1.0,85.0,1.1627906976744187,3
Alabama,2016-06-01,86.0,1.0,85.0,1.1627906976744187,4
Alabama,2016-06-01,86.0,1.0,85.0,1.1627906976744187,5
Alabama,2016-06-01,86.0,1.0,85.0,1.1627906976744187,6
Alabama,2016-06-01,86.0,1.0,85.0,1.1627906976744187,7
Alabama,2016-07-01,67.0,-4.0,71.0,5.970149253731343,1
Alabama,2016-07-01,67.0,-6.0,73.0,8.955223880597014,2
Alabama,2016-07-01,67.0,-6.0,73.0,8.955223880597014,3
Alabama,2016-07-01,67.0,-6.0,73.0,8.955223880597014,4
Alabama,2016-07-01,67.0,-6.0,73.0,8.955223880597014,5
Alabama,2016-07-01,67.0,-6.0,73.0,8.955223880597014,6
Alabama,2016-07-01,67.0,-6.0,73.0,8.955223880597014,7
Alabama,2016-07-01,67.0,-6.0,73.0,8.955223880597014,8
Alabama,2016-08-01,68.0,-6.0,74.0,8.823529411764707,1
Alabama,2016-08-01,68.0,-2.0,70.0,2.941176470588235,2
Alabama,2016-08-01,68.0,-2.0,70.0,2.941176470588235,3
Alabama,2016-08-01,68.0,-2.0,70.0,2.941176470588235,4
Alabama,2016-08-01,68.0,-2.0,70.0,2.941176470588235,5
Alabama,2016-08-01,68.0,-2.0,70.0,2.941176470588235,6
Alabama,2016-08-01,68.0,-2.0,70.0,2.941176470588235,7
Alabama,2016-08-01,68.0,-2.0,70.0,2.941176470588235,8
Alabama,2016-08-01,68.0,-2.0,70.0,2.941176470588235,9
Alabama,2016-09-01,68.0,-2.0,70.0,2.941176470588235,1
Alabama,2016-09-01,68.0,4.0,64.0,5.88235294117647,2
Alabama,2016-09-01,68.0,4.0,64.0,5.88235294117647,3
Alabama,2016-09-01,68.0,4.0,64.0,5.88235294117647,4
Alabama,2016-09-01,68.0,4.0,64.0,5.88235294117647,5
Alabama,2016-09-01,68.0,4.0,64.0,5.88235294117647,6
Alabama,2016-09-01,68.0,4.0,64.0,5.88235294117647,7
Alabama,2016-09-01,68.0,4.0,64.0,5.88235294117647,8
Alabama,2016-09-01,68.0,4.0,64.0,5.88235294117647,9
Alabama,2016-09-01,68.0,4.0,64.0,5.88235294117647,10
Alabama,2016-10-01,49.0,-3.0,52.0,6.122448979591836,1
Alabama,2016-10-01,49.0,-1.0,50.0,2.0408163265306123,2
Alabama,2016-10-01,49.0,-1.0,50.0,2.0408163265306123,3
Alabama,2016-10-01,49.0,-1.0,50.0,2.0408163265306123,4
Alabama,2016-10-01,49.0,-1.0,50.0,2.0408163265306123,5
Alabama,2016-10-01,49.0,-1.0,50.0,2.0408163265306123,6
Alabama,2016-10-01,49.0,-1.0,50.0,2.0408163265306123,7
Alabama,2016-10-01,49.0,-1.0,50.0,2.0408163265306123,8
Alabama,2016-10-01,49.0,-1.0,50.0,2.0408163265306123,9
Alabama,2016-10-01,49.0,-1.0,50.0,2.0408163265306123,10
Alabama,2016-10-01,49.0,-1.0,50.0,2.0408163265306123,11
Alabama,2016-11-01,61.0,-4.0,65.0,6.557377049180328,1
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,2
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,3
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,4
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,5
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,6
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,7
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,8
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,9
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,10
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,11
Alabama,2016-11-01,61.0,-1.0,62.0,1.639344262295082,12
Alabama,2016-12-01,71.0,-6.0,77.0,8.450704225352112,1
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,2
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,3
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,4
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,5
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,6
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,7
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,8
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,9
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,10
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,11
Alabama,2016-12-01,71.0,-2.0,73.0,2.8169014084507045,12
Alabama,2016-12-01,71.0,-11.0,82.0,15.492957746478872,13
Alabama,2017-01-01,83.0,-3.0,86.0,3.614457831325301,1
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,2
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,3
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,4
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,5
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,6
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,7
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,8
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,9
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,10
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,11
Alabama,2017-01-01,83.0,3.0,80.0,3.614457831325301,12
Alabama,2017-01-01,83.0,2.0,81.0,2.4096385542168677,13
Alabama,2017-01-01,83.0,11.0,72.0,13.253012048192772,14
Alabama,2017-02-01,66.0,5.0,61.0,7.575757575757576,1
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,2
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,3
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,4
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,5
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,6
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,7
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,8
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,9
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,10
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,11
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,12
Alabama,2017-02-01,66.0,7.0,59.0,10.606060606060606,13
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,14
Alabama,2017-02-01,66.0,8.0,58.0,12.121212121212121,15
Alabama,2017-03-01,82.0,1.0,81.0,1.2195121951219512,1
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,2
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,3
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,4
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,5
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,6
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,7
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,8
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,9
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,10
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,11
Alabama,2017-03-01,82.0,-4.0,86.0,4.878048780487805,12
Alabama,2017-03-01,82.0,-3.0,85.0,3.6585365853658534,13
Alabama,2017-03-01,82.0,-2.0,84.0,2.4390243902439024,14
Alabama,2017-03-01,82.0,-2.0,84.0,2.4390243902439024,15
Alabama,2017-04-01,64.0,7.0,57.0,10.9375,1
Alabama,2017-04-01,64.0,6.0,58.0,9.375,2
Alabama,2017-04-01,64.0,6.0,58.0,9.375,3
Alabama,2017-04-01,64.0,6.0,58.0,9.375,4
Alabama,2017-04-01,64.0,6.0,58.0,9.375,5
Alabama,2017-04-01,64.0,6.0,58.0,9.375,6
Alabama,2017-04-01,64.0,6.0,58.0,9.375,7
Alabama,2017-04-01,64.0,6.0,58.0,9.375,8
Alabama,2017-04-01,64.0,6.0,58.0,9.375,9
Alabama,2017-04-01,64.0,6.0,58.0,9.375,10
Alabama,2017-04-01,64.0,6.0,58.0,9.375,11
Alabama,2017-04-01,64.0,6.0,58.0,9.375,12
Alabama,2017-04-01,64.0,2.0,62.0,3.125,13
Alabama,2017-04-01,64.0,1.0,63.0,1.5625,14
Alabama,2017-04-01,64.0,1.0,63.0,1.5625,15
Alabama,2017-05-01,69.0,4.0,65.0,5.797101449275362,1
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,2
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,3
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,4
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,5
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,6
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,7
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,8
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,9
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,10
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,11
Alabama,2017-05-01,69.0,-3.0,72.0,4.3478260869565215,12
Alabama,2017-05-01,69.0,-2.0,71.0,2.898550724637681,13
Alabama,2017-05-01,69.0,2.0,67.0,2.898550724637681,14
Alabama,2017-05-01,69.0,2.0,67.0,2.898550724637681,15
Alabama,2017-06-01,80.0,7.0,73.0,8.75,1
Alabama,2017-06-01,80.0,3.0,77.0,3.75,2
Alabama,2017-06-01,80.0,3.0,77.0,3.75,3
Alabama,2017-06-01,80.0,3.0,77.0,3.75,4
Alabama,2017-06-01,80.0,3.0,77.0,3.75,5
Alabama,2017-06-01,80.0,3.0,77.0,3.75,6
Alabama,2017-06-01,80.0,3.0,77.0,3.75,7
Alabama,2017-06-01,80.0,3.0,77.0,3.75,8
Alabama,2017-06-01,80.0,3.0,77.0,3.75,9
Alabama,2017-06-01,80.0,3.0,77.0,3.75,10
Alabama,2017-06-01,80.0,3.0,77.0,3.75,11
Alabama,2017-06-01,80.0,3.0,77.0,3.75,12
Alabama,2017-06-01,80.0,5.0,75.0,6.25,13
Alabama,2017-06-01,80.0,4.0,76.0,5.0,14
Alabama,2017-06-01,80.0,4.0,76.0,5.0,15
Alabama,2017-07-01,71.0,8.0,63.0,11.267605633802818,1
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,2
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,3
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,4
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,5
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,6
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,7
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,8
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,9
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,10
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,11
Alabama,2017-07-01,71.0,1.0,70.0,1.4084507042253522,12
Alabama,2017-07-01,71.0,-3.0,74.0,4.225352112676056,13
Alabama,2017-07-01,71.0,-5.0,76.0,7.042253521126761,14
Alabama,2017-07-01,71.0,-5.0,76.0,7.042253521126761,15
Alabama,2017-08-01,71.0,12.0,59.0,16.901408450704224,1
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,2
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,3
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,4
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,5
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,6
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,7
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,8
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,9
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,10
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,11
Alabama,2017-08-01,71.0,4.0,67.0,5.633802816901409,12
Alabama,2017-08-01,71.0,-2.0,73.0,2.8169014084507045,13
Alabama,2017-08-01,71.0,2.0,69.0,2.8169014084507045,14
Alabama,2017-08-01,71.0,2.0,69.0,2.8169014084507045,15
Alabama,2017-09-01,62.0,15.0,47.0,24.193548387096776,1
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,2
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,3
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,4
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,5
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,6
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,7
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,8
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,9
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,10
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,11
Alabama,2017-09-01,62.0,3.0,59.0,4.838709677419355,12
Alabama,2017-09-01,62.0,1.0,61.0,1.6129032258064515,13
Alabama,2017-09-01,62.0,7.0,55.0,11.29032258064516,14
Alabama,2017-09-01,62.0,7.0,55.0,11.29032258064516,15
Alabama,2017-10-01,48.0,15.0,33.0,31.25,1
Alabama,2017-10-01,48.0,0.0,48.0,0.0,2
Alabama,2017-10-01,48.0,0.0,48.0,0.0,3
Alabama,2017-10-01,48.0,0.0,48.0,0.0,4
Alabama,2017-10-01,48.0,0.0,48.0,0.0,5
Alabama,2017-10-01,48.0,0.0,48.0,0.0,6
Alabama,2017-10-01,48.0,0.0,48.0,0.0,7
Alabama,2017-10-01,48.0,0.0,48.0,0.0,8
Alabama,2017-10-01,48.0,0.0,48.0,0.0,9
Alabama,2017-10-01,48.0,0.0,48.0,0.0,10
Alabama,2017-10-01,48.0,0.0,48.0,0.0,11
Alabama,2017-10-01,48.0,0.0,48.0,0.0,12
Alabama,2017-10-01,48.0,-3.0,51.0,6.25,13
Alabama,2017-10-01,48.0,-1.0,49.0,2.083333333333333,14
Alabama,2017-10-01,48.0,-1.0,49.0,2.083333333333333,15
Alabama,2017-11-01,56.0,11.0,45.0,19.642857142857142,1
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,2
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,3
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,4
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,5
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,6
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,7
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,8
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,9
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,10
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,11
Alabama,2017-11-01,56.0,-4.0,60.0,7.142857142857142,12
Alabama,2017-11-01,56.0,-8.0,64.0,14.285714285714285,13
Alabama,2017-11-01,56.0,-5.0,61.0,8.928571428571429,14
Alabama,2017-11-01,56.0,-5.0,61.0,8.928571428571429,15
Alabama,2017-12-01,83.0,17.0,66.0,20.481927710843372,1
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,2
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,3
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,4
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,5
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,6
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,7
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,8
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,9
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,10
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,11
Alabama,2017-12-01,83.0,6.0,77.0,7.228915662650602,12
Alabama,2017-12-01,83.0,0.0,83.0,0.0,13
Alabama,2017-12-01,83.0,4.0,79.0,4.819277108433735,14
Alabama,2017-12-01,83.0,4.0,79.0,4.819277108433735,15
Alabama,2018-01-01,56.0,12.0,44.0,21.428571428571427,1
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,2
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,3
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,4
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,5
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,6
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,7
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,8
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,9
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,10
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,11
Alabama,2018-01-01,56.0,-5.0,61.0,8.928571428571429,12
Alabama,2018-01-01,56.0,-8.0,64.0,14.285714285714285,13
Alabama,2018-01-01,56.0,-2.0,58.0,3.571428571428571,14
Alabama,2018-01-01,56.0,-2.0,58.0,3.571428571428571,15
Alabama,2018-02-01,79.0,10.0,69.0,12.658227848101266,1
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,2
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,3
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,4
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,5
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,6
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,7
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,8
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,9
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,10
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,11
Alabama,2018-02-01,79.0,-2.0,81.0,2.5316455696202533,12
Alabama,2018-02-01,79.0,3.0,76.0,3.79746835443038,13
Alabama,2018-02-01,79.0,6.0,73.0,7.59493670886076,14
Alabama,2018-02-01,79.0,6.0,73.0,7.59493670886076,15
Alabama,2018-03-01,76.0,18.0,58.0,23.684210526315788,1
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,2
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,3
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,4
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,5
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,6
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,7
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,8
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,9
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,10
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,11
Alabama,2018-03-01,76.0,8.0,68.0,10.526315789473683,12
Alabama,2018-03-01,76.0,9.0,67.0,11.842105263157894,13
Alabama,2018-03-01,76.0,4.0,72.0,5.263157894736842,14
Alabama,2018-03-01,76.0,4.0,72.0,5.263157894736842,15
Alabama,2018-04-01,66.0,20.0,46.0,30.303030303030305,1
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,2
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,3
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,4
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,5
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,6
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,7
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,8
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,9
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,10
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,11
Alabama,2018-04-01,66.0,2.0,64.0,3.0303030303030303,12
Alabama,2018-04-01,66.0,9.0,57.0,13.636363636363635,13
Alabama,2018-04-01,66.0,8.0,58.0,12.121212121212121,14
Alabama,2018-04-01,66.0,8.0,58.0,12.121212121212121,15
Alabama,2018-05-01,73.0,20.0,53.0,27.397260273972602,1
Alabama,2018-05-01,73.0,0.0,73.0,0.0,2
Alabama,2018-05-01,73.0,0.0,73.0,0.0,3
Alabama,2018-05-01,73.0,0.0,73.0,0.0,4
Alabama,2018-05-01,73.0,0.0,73.0,0.0,5
Alabama,2018-05-01,73.0,0.0,73.0,0.0,6
Alabama,2018-05-01,73.0,0.0,73.0,0.0,7
Alabama,2018-05-01,73.0,0.0,73.0,0.0,8
Alabama,2018-05-01,73.0,0.0,73.0,0.0,9
Alabama,2018-05-01,73.0,0.0,73.0,0.0,10
Alabama,2018-05-01,73.0,0.0,73.0,0.0,11
Alabama,2018-05-01,73.0,0.0,73.0,0.0,12
Alabama,2018-05-01,73.0,4.0,69.0,5.47945205479452,13
Alabama,2018-05-01,73.0,-3.0,76.0,4.10958904109589,14
Alabama,2018-05-01,73.0,-3.0,76.0,4.10958904109589,15
Alabama,2018-06-01,54.0,16.0,38.0,29.629629629629626,1
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,2
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,3
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,4
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,5
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,6
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,7
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,8
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,9
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,10
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,11
Alabama,2018-06-01,54.0,-4.0,58.0,7.4074074074074066,12
Alabama,2018-06-01,54.0,3.0,51.0,5.555555555555555,13
Alabama,2018-06-01,54.0,-1.0,55.0,1.8518518518518516,14
Alabama,2018-06-01,54.0,-1.0,55.0,1.8518518518518516,15
Alabama,2018-07-01,67.0,16.0,51.0,23.88059701492537,1
Alabama,2018-07-01,67.0,0.0,67.0,0.0,2
Alabama,2018-07-01,67.0,0.0,67.0,0.0,3
Alabama,2018-07-01,67.0,0.0,67.0,0.0,4
Alabama,2018-07-01,67.0,0.0,67.0,0.0,5
Alabama,2018-07-01,67.0,0.0,67.0,0.0,6
Alabama,2018-07-01,67.0,0.0,67.0,0.0,7
Alabama,2018-07-01,67.0,0.0,67.0,0.0,8
Alabama,2018-07-01,67.0,0.0,67.0,0.0,9
Alabama,2018-07-01,67.0,0.0,67.0,0.0,10
Alabama,2018-07-01,67.0,0.0,67.0,0.0,11
Alabama,2018-07-01,67.0,0.0,67.0,0.0,12
Alabama,2018-07-01,67.0,8.0,59.0,11.940298507462686,13
Alabama,2018-07-01,67.0,1.0,66.0,1.4925373134328357,14
Alabama,2018-07-01,67.0,1.0,66.0,1.4925373134328357,15
Alabama,2018-08-01,59.0,18.0,41.0,30.508474576271187,1
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,2
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,3
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,4
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,5
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,6
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,7
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,8
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,9
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,10
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,11
Alabama,2018-08-01,59.0,2.0,57.0,3.389830508474576,12
Alabama,2018-08-01,59.0,14.0,45.0,23.728813559322035,13
Alabama,2018-08-01,59.0,6.0,53.0,10.16949152542373,14
Alabama,2018-08-01,59.0,6.0,53.0,10.16949152542373,15
Alabama,2018-09-01,64.0,11.0,53.0,17.1875,1
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,2
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,3
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,4
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,5
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,6
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,7
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,8
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,9
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,10
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,11
Alabama,2018-09-01,64.0,-7.0,71.0,10.9375,12
Alabama,2018-09-01,64.0,8.0,56.0,12.5,13
Alabama,2018-09-01,64.0,-4.0,68.0,6.25,14
Alabama,2018-09-01,64.0,-4.0,68.0,6.25,15
Alabama,2018-10-01,50.0,17.0,33.0,34.0,1
Alabama,2018-10-01,50.0,6.0,44.0,12.0,2
Alabama,2018-10-01,50.0,6.0,44.0,12.0,3
Alabama,2018-10-01,50.0,6.0,44.0,12.0,4
Alabama,2018-10-01,50.0,6.0,44.0,12.0,5
Alabama,2018-10-01,50.0,6.0,44.0,12.0,6
Alabama,2018-10-01,50.0,6.0,44.0,12.0,7
Alabama,2018-10-01,50.0,6.0,44.0,12.0,8
