State,State Code,Year,Year Code,Month,Month Code,Deaths
Kentucky,21,2017,2017,"Jun., 2017",2017/06,109
Kentucky,21,2017,2017,"Jul., 2017",2017/07,108
Kentucky,21,2017,2017,"Aug., 2017",2017/08,125
Kentucky,21,2017,2017,"Sep., 2017",2017/09,103
Kentucky,21,2017,2017,"Oct., 2017",2017/10,106
Kentucky,21,2017,2017,"Nov., 2017",2017/11,128
Kentucky,21,2017,2017,"Dec., 2017",2017/12,137
Kentucky,21,2018,2018,"Jan., 2018",2018/01,110
Kentucky,21,2018,2018,"Feb., 2018",2018/02,119
Kentucky,21,2018,2018,"Mar., 2018",2018/03,103
Kentucky,21,2018,2018,"Apr., 2018",2018/04,122
Kentucky,21,2018,2018,"May, 2018",2018/05,91
Kentucky,21,2018,2018,"Jun., 2018",2018/06,108
Kentucky,21,2018,2018,"Jul., 2018",2018/07,111
Kentucky,21,2018,2018,"Aug., 2018",2018/08,129
Kentucky,21,2018,2018,"Sep., 2018",2018/09,108
Kentucky,21,2018,2018,"Oct., 2018",2018/10,113
Kentucky,21,2018,2018,"Nov., 2018",2018/11,106
Kentucky,21,2018,2018,"Dec., 2018",2018/12,95
Kentucky,21,2019,2019,"Jan., 2019",2019/01,111
Kentucky,21,2019,2019,"Feb., 2019",2019/02,106
Kentucky,21,2019,2019,"Mar., 2019",2019/03,127
Kentucky,21,2019,2019,"Apr., 2019",2019/04,126
Kentucky,21,2019,2019,"May, 2019",2019/05,104
Kentucky,21,2019,2019,"Jun., 2019",2019/06,102
Kentucky,21,2019,2019,"Jul., 2019",2019/07,109
Kentucky,21,2019,2019,"Aug., 2019",2019/08,89
Kentucky,21,2019,2019,"Sep., 2019",2019/09,103
Kentucky,21,2019,2019,"Oct., 2019",2019/10,130
Kentucky,21,2019,2019,"Nov., 2019",2019/11,126
Kentucky,21,2019,2019,"Dec., 2019",2019/12,147
Louisiana,22,2014,2014,"Jan., 2014",2014/01,68
Louisiana,22,2014,2014,"Feb., 2014",2014/02,65
Louisiana,22,2014,2014,"Mar., 2014",2014/03,85
Louisiana,22,2014,2014,"Apr., 2014",2014/04,63
Louisiana,22,2014,2014,"May, 2014",2014/05,65
Louisiana,22,2014,2014,"Jun., 2014",2014/06,61
Louisiana,22,2014,2014,"Jul., 2014",2014/07,53
Louisiana,22,2014,2014,"Aug., 2014",2014/08,62
Louisiana,22,2014,2014,"Sep., 2014",2014/09,58
Louisiana,22,2014,2014,"Oct., 2014",2014/10,65
Louisiana,22,2014,2014,"Nov., 2014",2014/11,66
Louisiana,22,2014,2014,"Dec., 2014",2014/12,66
Louisiana,22,2015,2015,"Jan., 2015",2015/01,62
Louisiana,22,2015,2015,"Feb., 2015",2015/02,72
Louisiana,22,2015,2015,"Mar., 2015",2015/03,80
Louisiana,22,2015,2015,"Apr., 2015",2015/04,75
Louisiana,22,2015,2015,"May, 2015",2015/05,76
Louisiana,22,2015,2015,"Jun., 2015",2015/06,67
Louisiana,22,2015,2015,"Jul., 2015",2015/07,72
Louisiana,22,2015,2015,"Aug., 2015",2015/08,60
Louisiana,22,2015,2015,"Sep., 2015",2015/09,69
Louisiana,22,2015,2015,"Oct., 2015",2015/10,57
Louisiana,22,2015,2015,"Nov., 2015",2015/11,81
Louisiana,22,2015,2015,"Dec., 2015",2015/12,91
Louisiana,22,2016,2016,"Jan., 2016",2016/01,77
Louisiana,22,2016,2016,"Feb., 2016",2016/02,80
Louisiana,22,2016,2016,"Mar., 2016",2016/03,82
Louisiana,22,2016,2016,"Apr., 2016",2016/04,72
Louisiana,22,2016,2016,"May, 2016",2016/05,84
Louisiana,22,2016,2016,"Jun., 2016",2016/06,108
Louisiana,22,2016,2016,"Jul., 2016",2016/07,97
Louisiana,22,2016,2016,"Aug., 2016",2016/08,77
Louisiana,22,2016,2016,"Sep., 2016",2016/09,89
Louisiana,22,2016,2016,"Oct., 2016",2016/10,80
Louisiana,22,2016,2016,"Nov., 2016",2016/11,71
Louisiana,22,2016,2016,"Dec., 2016",2016/12,79
Louisiana,22,2017,2017,"Jan., 2017",2017/01,93
Louisiana,22,2017,2017,"Feb., 2017",2017/02,79
Louisiana,22,2017,2017,"Mar., 2017",2017/03,85
Louisiana,22,2017,2017,"Apr., 2017",2017/04,90
Louisiana,22,2017,2017,"May, 2017",2017/05,80
Louisiana,22,2017,2017,"Jun., 2017",2017/06,91
Louisiana,22,2017,2017,"Jul., 2017",2017/07,88
Louisiana,22,2017,2017,"Aug., 2017",2017/08,93
Louisiana,22,2017,2017,"Sep., 2017",2017/09,80
Louisiana,22,2017,2017,"Oct., 2017",2017/10,87
Louisiana,22,2017,2017,"Nov., 2017",2017/11,124
Louisiana,22,2017,2017,"Dec., 2017",2017/12,118
Louisiana,22,2018,2018,"Jan., 2018",2018/01,100
Louisiana,22,2018,2018,"Feb., 2018",2018/02,98
Louisiana,22,2018,2018,"Mar., 2018",2018/03,117
Louisiana,22,2018,2018,"Apr., 2018",2018/04,97
Louisiana,22,2018,2018,"May, 2018",2018/05,101
Louisiana,22,2018,2018,"Jun., 2018",2018/06,94
Louisiana,22,2018,2018,"Jul., 2018",2018/07,83
Louisiana,22,2018,2018,"Aug., 2018",2018/08,81
Louisiana,22,2018,2018,"Sep., 2018",2018/09,90
Louisiana,22,2018,2018,"Oct., 2018",2018/10,85
Louisiana,22,2018,2018,"Nov., 2018",2018/11,92
Louisiana,22,2018,2018,"Dec., 2018",2018/12,102
Louisiana,22,2019,2019,"Jan., 2019",2019/01,95
Louisiana,22,2019,2019,"Feb., 2019",2019/02,90
Louisiana,22,2019,2019,"Mar., 2019",2019/03,89
Louisiana,22,2019,2019,"Apr., 2019",2019/04,89
Louisiana,22,2019,2019,"May, 2019",2019/05,106
Louisiana,22,2019,2019,"Jun., 2019",2019/06,92
Louisiana,22,2019,2019,"Jul., 2019",2019/07,91
Louisiana,22,2019,2019,"Aug., 2019",2019/08,116
Louisiana,22,2019,2019,"Sep., 2019",2019/09,106
Louisiana,22,2019,2019,"Oct., 2019",2019/10,141
Louisiana,22,2019,2019,"Nov., 2019",2019/11,132
Louisiana,22,2019,2019,"Dec., 2019",2019/12,120
Maine,23,2014,2014,"Jan., 2014",2014/01,16
Maine,23,2014,2014,"Feb., 2014",2014/02,17
Maine,23,2014,2014,"Mar., 2014",2014/03,14
Maine,23,2014,2014,"Apr., 2014",2014/04,13
Maine,23,2014,2014,"May, 2014",2014/05,20
Maine,23,2014,2014,"Jun., 2014",2014/06,19
Maine,23,2014,2014,"Jul., 2014",2014/07,16
Maine,23,2014,2014,"Aug., 2014",2014/08,23
Maine,23,2014,2014,"Sep., 2014",2014/09,18
Maine,23,2014,2014,"Oct., 2014",2014/10,20
Maine,23,2014,2014,"Nov., 2014",2014/11,19
Maine,23,2014,2014,"Dec., 2014",2014/12,21
Maine,23,2015,2015,"Jan., 2015",2015/01,15
Maine,23,2015,2015,"Feb., 2015",2015/02,22
Maine,23,2015,2015,"Mar., 2015",2015/03,28
Maine,23,2015,2015,"Apr., 2015",2015/04,27
Maine,23,2015,2015,"May, 2015",2015/05,17
Maine,23,2015,2015,"Jun., 2015",2015/06,19
Maine,23,2015,2015,"Jul., 2015",2015/07,26
Maine,23,2015,2015,"Aug., 2015",2015/08,18
Maine,23,2015,2015,"Sep., 2015",2015/09,30
Maine,23,2015,2015,"Oct., 2015",2015/10,24
Maine,23,2015,2015,"Nov., 2015",2015/11,25
Maine,23,2015,2015,"Dec., 2015",2015/12,18
Maine,23,2016,2016,"Jan., 2016",2016/01,18
Maine,23,2016,2016,"Feb., 2016",2016/02,23
Maine,23,2016,2016,"Mar., 2016",2016/03,32
Maine,23,2016,2016,"Apr., 2016",2016/04,33
Maine,23,2016,2016,"May, 2016",2016/05,29
Maine,23,2016,2016,"Jun., 2016",2016/06,44
Maine,23,2016,2016,"Jul., 2016",2016/07,36
Maine,23,2016,2016,"Aug., 2016",2016/08,28
Maine,23,2016,2016,"Sep., 2016",2016/09,28
Maine,23,2016,2016,"Oct., 2016",2016/10,18
Maine,23,2016,2016,"Nov., 2016",2016/11,29
Maine,23,2016,2016,"Dec., 2016",2016/12,35
Maine,23,2017,2017,"Jan., 2017",2017/01,28
Maine,23,2017,2017,"Feb., 2017",2017/02,20
Maine,23,2017,2017,"Mar., 2017",2017/03,34
Maine,23,2017,2017,"Apr., 2017",2017/04,45
Maine,23,2017,2017,"May, 2017",2017/05,29
Maine,23,2017,2017,"Jun., 2017",2017/06,33
Maine,23,2017,2017,"Jul., 2017",2017/07,36
Maine,23,2017,2017,"Aug., 2017",2017/08,39
Maine,23,2017,2017,"Sep., 2017",2017/09,40
Maine,23,2017,2017,"Oct., 2017",2017/10,38
Maine,23,2017,2017,"Nov., 2017",2017/11,35
Maine,23,2017,2017,"Dec., 2017",2017/12,47
Maine,23,2018,2018,"Jan., 2018",2018/01,27
Maine,23,2018,2018,"Feb., 2018",2018/02,27
Maine,23,2018,2018,"Mar., 2018",2018/03,38
Maine,23,2018,2018,"Apr., 2018",2018/04,38
Maine,23,2018,2018,"May, 2018",2018/05,22
Maine,23,2018,2018,"Jun., 2018",2018/06,31
Maine,23,2018,2018,"Jul., 2018",2018/07,38
Maine,23,2018,2018,"Aug., 2018",2018/08,31
Maine,23,2018,2018,"Sep., 2018",2018/09,24
Maine,23,2018,2018,"Oct., 2018",2018/10,23
Maine,23,2018,2018,"Nov., 2018",2018/11,30
Maine,23,2018,2018,"Dec., 2018",2018/12,16
Maine,23,2019,2019,"Jan., 2019",2019/01,17
Maine,23,2019,2019,"Feb., 2019",2019/02,29
Maine,23,2019,2019,"Mar., 2019",2019/03,28
Maine,23,2019,2019,"Apr., 2019",2019/04,30
Maine,23,2019,2019,"May, 2019",2019/05,32
Maine,23,2019,2019,"Jun., 2019",2019/06,38
Maine,23,2019,2019,"Jul., 2019",2019/07,31
Maine,23,2019,2019,"Aug., 2019",2019/08,41
Maine,23,2019,2019,"Sep., 2019",2019/09,27
Maine,23,2019,2019,"Oct., 2019",2019/10,48
Maine,23,2019,2019,"Nov., 2019",2019/11,26
Maine,23,2019,2019,"Dec., 2019",2019/12,24
Maryland,24,2014,2014,"Jan., 2014",2014/01,100
Maryland,24,2014,2014,"Feb., 2014",2014/02,76
Maryland,24,2014,2014,"Mar., 2014",2014/03,88
Maryland,24,2014,2014,"Apr., 2014",2014/04,78
Maryland,24,2014,2014,"May, 2014",2014/05,87
Maryland,24,2014,2014,"Jun., 2014",2014/06,102
Maryland,24,2014,2014,"Jul., 2014",2014/07,115
Maryland,24,2014,2014,"Aug., 2014",2014/08,67
Maryland,24,2014,2014,"Sep., 2014",2014/09,72
Maryland,24,2014,2014,"Oct., 2014",2014/10,93
Maryland,24,2014,2014,"Nov., 2014",2014/11,86
Maryland,24,2014,2014,"Dec., 2014",2014/12,106
Maryland,24,2015,2015,"Jan., 2015",2015/01,124
Maryland,24,2015,2015,"Feb., 2015",2015/02,104
Maryland,24,2015,2015,"Mar., 2015",2015/03,99
Maryland,24,2015,2015,"Apr., 2015",2015/04,71
Maryland,24,2015,2015,"May, 2015",2015/05,107
Maryland,24,2015,2015,"Jun., 2015",2015/06,101
Maryland,24,2015,2015,"Jul., 2015",2015/07,113
Maryland,24,2015,2015,"Aug., 2015",2015/08,91
Maryland,24,2015,2015,"Sep., 2015",2015/09,103
Maryland,24,2015,2015,"Oct., 2015",2015/10,127
Maryland,24,2015,2015,"Nov., 2015",2015/11,111
Maryland,24,2015,2015,"Dec., 2015",2015/12,134
Maryland,24,2016,2016,"Jan., 2016",2016/01,102
Maryland,24,2016,2016,"Feb., 2016",2016/02,142
Maryland,24,2016,2016,"Mar., 2016",2016/03,153
Maryland,24,2016,2016,"Apr., 2016",2016/04,167
Maryland,24,2016,2016,"May, 2016",2016/05,204
Maryland,24,2016,2016,"Jun., 2016",2016/06,200
Maryland,24,2016,2016,"Jul., 2016",2016/07,189
Maryland,24,2016,2016,"Aug., 2016",2016/08,184
Maryland,24,2016,2016,"Sep., 2016",2016/09,167
Maryland,24,2016,2016,"Oct., 2016",2016/10,161
Maryland,24,2016,2016,"Nov., 2016",2016/11,164
Maryland,24,2016,2016,"Dec., 2016",2016/12,211
Maryland,24,2017,2017,"Jan., 2017",2017/01,207
Maryland,24,2017,2017,"Feb., 2017",2017/02,146
Maryland,24,2017,2017,"Mar., 2017",2017/03,185
Maryland,24,2017,2017,"Apr., 2017",2017/04,211
Maryland,24,2017,2017,"May, 2017",2017/05,204
Maryland,24,2017,2017,"Jun., 2017",2017/06,197
Maryland,24,2017,2017,"Jul., 2017",2017/07,175
Maryland,24,2017,2017,"Aug., 2017",2017/08,177
Maryland,24,2017,2017,"Sep., 2017",2017/09,185
Maryland,24,2017,2017,"Oct., 2017",2017/10,171
Maryland,24,2017,2017,"Nov., 2017",2017/11,178
Maryland,24,2017,2017,"Dec., 2017",2017/12,211
Maryland,24,2018,2018,"Jan., 2018",2018/01,207
Maryland,24,2018,2018,"Feb., 2018",2018/02,223
Maryland,24,2018,2018,"Mar., 2018",2018/03,220
Maryland,24,2018,2018,"Apr., 2018",2018/04,204
Maryland,24,2018,2018,"May, 2018",2018/05,218
Maryland,24,2018,2018,"Jun., 2018",2018/06,218
Maryland,24,2018,2018,"Jul., 2018",2018/07,174
Maryland,24,2018,2018,"Aug., 2018",2018/08,164
Maryland,24,2018,2018,"Sep., 2018",2018/09,166
Maryland,24,2018,2018,"Oct., 2018",2018/10,168
Maryland,24,2018,2018,"Nov., 2018",2018/11,172
Maryland,24,2018,2018,"Dec., 2018",2018/12,190
Maryland,24,2019,2019,"Jan., 2019",2019/01,222
Maryland,24,2019,2019,"Feb., 2019",2019/02,182
Maryland,24,2019,2019,"Mar., 2019",2019/03,216
Maryland,24,2019,2019,"Apr., 2019",2019/04,205
Maryland,24,2019,2019,"May, 2019",2019/05,187
Maryland,24,2019,2019,"Jun., 2019",2019/06,192
Maryland,24,2019,2019,"Jul., 2019",2019/07,198
Maryland,24,2019,2019,"Aug., 2019",2019/08,217
Maryland,24,2019,2019,"Sep., 2019",2019/09,187
Maryland,24,2019,2019,"Oct., 2019",2019/10,190
Maryland,24,2019,2019,"Nov., 2019",2019/11,194
Maryland,24,2019,2019,"Dec., 2019",2019/12,179
Massachusetts,25,2014,2014,"Jan., 2014",2014/01,111
Massachusetts,25,2014,2014,"Feb., 2014",2014/02,150
Massachusetts,25,2014,2014,"Mar., 2014",2014/03,121
Massachusetts,25,2014,2014,"Apr., 2014",2014/04,90
Massachusetts,25,2014,2014,"May, 2014",2014/05,114
Massachusetts,25,2014,2014,"Jun., 2014",2014/06,107
Massachusetts,25,2014,2014,"Jul., 2014",2014/07,84
Massachusetts,25,2014,2014,"Aug., 2014",2014/08,117
Massachusetts,25,2014,2014,"Sep., 2014",2014/09,103
Massachusetts,25,2014,2014,"Oct., 2014",2014/10,111
Massachusetts,25,2014,2014,"Nov., 2014",2014/11,82
Massachusetts,25,2014,2014,"Dec., 2014",2014/12,99
Massachusetts,25,2015,2015,"Jan., 2015",2015/01,146
Massachusetts,25,2015,2015,"Feb., 2015",2015/02,137
Massachusetts,25,2015,2015,"Mar., 2015",2015/03,161
Massachusetts,25,2015,2015,"Apr., 2015",2015/04,128
Massachusetts,25,2015,2015,"May, 2015",2015/05,131
Massachusetts,25,2015,2015,"Jun., 2015",2015/06,114
Massachusetts,25,2015,2015,"Jul., 2015",2015/07,129
Massachusetts,25,2015,2015,"Aug., 2015",2015/08,155
Massachusetts,25,2015,2015,"Sep., 2015",2015/09,164
Massachusetts,25,2015,2015,"Oct., 2015",2015/10,180
Massachusetts,25,2015,2015,"Nov., 2015",2015/11,157
Massachusetts,25,2015,2015,"Dec., 2015",2015/12,122
Massachusetts,25,2016,2016,"Jan., 2016",2016/01,167
Massachusetts,25,2016,2016,"Feb., 2016",2016/02,189
Massachusetts,25,2016,2016,"Mar., 2016",2016/03,186
Massachusetts,25,2016,2016,"Apr., 2016",2016/04,207
Massachusetts,25,2016,2016,"May, 2016",2016/05,188
Massachusetts,25,2016,2016,"Jun., 2016",2016/06,180
Massachusetts,25,2016,2016,"Jul., 2016",2016/07,204
Massachusetts,25,2016,2016,"Aug., 2016",2016/08,167
Massachusetts,25,2016,2016,"Sep., 2016",2016/09,203
Massachusetts,25,2016,2016,"Oct., 2016",2016/10,192
Massachusetts,25,2016,2016,"Nov., 2016",2016/11,182
Massachusetts,25,2016,2016,"Dec., 2016",2016/12,162
Massachusetts,25,2017,2017,"Jan., 2017",2017/01,187
Massachusetts,25,2017,2017,"Feb., 2017",2017/02,174
Massachusetts,25,2017,2017,"Mar., 2017",2017/03,191
Massachusetts,25,2017,2017,"Apr., 2017",2017/04,173
Massachusetts,25,2017,2017,"May, 2017",2017/05,151
Massachusetts,25,2017,2017,"Jun., 2017",2017/06,150
Massachusetts,25,2017,2017,"Jul., 2017",2017/07,179
Massachusetts,25,2017,2017,"Aug., 2017",2017/08,191
Massachusetts,25,2017,2017,"Sep., 2017",2017/09,205
Massachusetts,25,2017,2017,"Oct., 2017",2017/10,185
Massachusetts,25,2017,2017,"Nov., 2017",2017/11,184
Massachusetts,25,2017,2017,"Dec., 2017",2017/12,198
Massachusetts,25,2018,2018,"Jan., 2018",2018/01,210
Massachusetts,25,2018,2018,"Feb., 2018",2018/02,171
Massachusetts,25,2018,2018,"Mar., 2018",2018/03,184
Massachusetts,25,2018,2018,"Apr., 2018",2018/04,176
Massachusetts,25,2018,2018,"May, 2018",2018/05,213
Massachusetts,25,2018,2018,"Jun., 2018",2018/06,203
Massachusetts,25,2018,2018,"Jul., 2018",2018/07,207
Massachusetts,25,2018,2018,"Aug., 2018",2018/08,182
Massachusetts,25,2018,2018,"Sep., 2018",2018/09,168
Massachusetts,25,2018,2018,"Oct., 2018",2018/10,167
Massachusetts,25,2018,2018,"Nov., 2018",2018/11,172
Massachusetts,25,2018,2018,"Dec., 2018",2018/12,188
Massachusetts,25,2019,2019,"Jan., 2019",2019/01,184
Massachusetts,25,2019,2019,"Feb., 2019",2019/02,163
Massachusetts,25,2019,2019,"Mar., 2019",2019/03,193
Massachusetts,25,2019,2019,"Apr., 2019",2019/04,170
Massachusetts,25,2019,2019,"May, 2019",2019/05,188
Massachusetts,25,2019,2019,"Jun., 2019",2019/06,187
Massachusetts,25,2019,2019,"Jul., 2019",2019/07,190
Massachusetts,25,2019,2019,"Aug., 2019",2019/08,181
Massachusetts,25,2019,2019,"Sep., 2019",2019/09,174
Massachusetts,25,2019,2019,"Oct., 2019",2019/10,202
Massachusetts,25,2019,2019,"Nov., 2019",2019/11,192
Massachusetts,25,2019,2019,"Dec., 2019",2019/12,186
Michigan,26,2014,2014,"Jan., 2014",2014/01,142
Michigan,26,2014,2014,"Feb., 2014",2014/02,131
Michigan,26,2014,2014,"Mar., 2014",2014/03,164
Michigan,26,2014,2014,"Apr., 2014",2014/04,131
Michigan,26,2014,2014,"May, 2014",2014/05,135
Michigan,26,2014,2014,"Jun., 2014",2014/06,127
Michigan,26,2014,2014,"Jul., 2014",2014/07,151
Michigan,26,2014,2014,"Aug., 2014",2014/08,157
Michigan,26,2014,2014,"Sep., 2014",2014/09,168
Michigan,26,2014,2014,"Oct., 2014",2014/10,160
Michigan,26,2014,2014,"Nov., 2014",2014/11,156
Michigan,26,2014,2014,"Dec., 2014",2014/12,140
Michigan,26,2015,2015,"Jan., 2015",2015/01,191
Michigan,26,2015,2015,"Feb., 2015",2015/02,157
Michigan,26,2015,2015,"Mar., 2015",2015/03,199
Michigan,26,2015,2015,"Apr., 2015",2015/04,203
Michigan,26,2015,2015,"May, 2015",2015/05,182
Michigan,26,2015,2015,"Jun., 2015",2015/06,153
Michigan,26,2015,2015,"Jul., 2015",2015/07,151
Michigan,26,2015,2015,"Aug., 2015",2015/08,150
Michigan,26,2015,2015,"Sep., 2015",2015/09,166
Michigan,26,2015,2015,"Oct., 2015",2015/10,151
Michigan,26,2015,2015,"Nov., 2015",2015/11,158
Michigan,26,2015,2015,"Dec., 2015",2015/12,119
Michigan,26,2016,2016,"Jan., 2016",2016/01,162
Michigan,26,2016,2016,"Feb., 2016",2016/02,178
Michigan,26,2016,2016,"Mar., 2016",2016/03,211
Michigan,26,2016,2016,"Apr., 2016",2016/04,164
Michigan,26,2016,2016,"May, 2016",2016/05,177
Michigan,26,2016,2016,"Jun., 2016",2016/06,150
Michigan,26,2016,2016,"Jul., 2016",2016/07,179
Michigan,26,2016,2016,"Aug., 2016",2016/08,177
Michigan,26,2016,2016,"Sep., 2016",2016/09,201
Michigan,26,2016,2016,"Oct., 2016",2016/10,248
Michigan,26,2016,2016,"Nov., 2016",2016/11,237
Michigan,26,2016,2016,"Dec., 2016",2016/12,264
Michigan,26,2017,2017,"Jan., 2017",2017/01,256
Michigan,26,2017,2017,"Feb., 2017",2017/02,209
Michigan,26,2017,2017,"Mar., 2017",2017/03,238
Michigan,26,2017,2017,"Apr., 2017",2017/04,183
Michigan,26,2017,2017,"May, 2017",2017/05,221
Michigan,26,2017,2017,"Jun., 2017",2017/06,198
Michigan,26,2017,2017,"Jul., 2017",2017/07,221
Michigan,26,2017,2017,"Aug., 2017",2017/08,247
Michigan,26,2017,2017,"Sep., 2017",2017/09,226
Michigan,26,2017,2017,"Oct., 2017",2017/10,226
Michigan,26,2017,2017,"Nov., 2017",2017/11,243
Michigan,26,2017,2017,"Dec., 2017",2017/12,226
Michigan,26,2018,2018,"Jan., 2018",2018/01,241
Michigan,26,2018,2018,"Feb., 2018",2018/02,224
Michigan,26,2018,2018,"Mar., 2018",2018/03,250
Michigan,26,2018,2018,"Apr., 2018",2018/04,204
Michigan,26,2018,2018,"May, 2018",2018/05,187
Michigan,26,2018,2018,"Jun., 2018",2018/06,223
Michigan,26,2018,2018,"Jul., 2018",2018/07,248
Michigan,26,2018,2018,"Aug., 2018",2018/08,215
Michigan,26,2018,2018,"Sep., 2018",2018/09,199
Michigan,26,2018,2018,"Oct., 2018",2018/10,195
Michigan,26,2018,2018,"Nov., 2018",2018/11,201
Michigan,26,2018,2018,"Dec., 2018",2018/12,204
Michigan,26,2019,2019,"Jan., 2019",2019/01,182
Michigan,26,2019,2019,"Feb., 2019",2019/02,180
Michigan,26,2019,2019,"Mar., 2019",2019/03,205
Michigan,26,2019,2019,"Apr., 2019",2019/04,191
Michigan,26,2019,2019,"May, 2019",2019/05,238
Michigan,26,2019,2019,"Jun., 2019",2019/06,185
Michigan,26,2019,2019,"Jul., 2019",2019/07,202
Michigan,26,2019,2019,"Aug., 2019",2019/08,165
Michigan,26,2019,2019,"Sep., 2019",2019/09,206
Michigan,26,2019,2019,"Oct., 2019",2019/10,210
Michigan,26,2019,2019,"Nov., 2019",2019/11,227
Michigan,26,2019,2019,"Dec., 2019",2019/12,194
Minnesota,27,2014,2014,"Jan., 2014",2014/01,42
Minnesota,27,2014,2014,"Feb., 2014",2014/02,44
Minnesota,27,2014,2014,"Mar., 2014",2014/03,56
Minnesota,27,2014,2014,"Apr., 2014",2014/04,41
Minnesota,27,2014,2014,"May, 2014",2014/05,38
Minnesota,27,2014,2014,"Jun., 2014",2014/06,42
Minnesota,27,2014,2014,"Jul., 2014",2014/07,47
Minnesota,27,2014,2014,"Aug., 2014",2014/08,35
Minnesota,27,2014,2014,"Sep., 2014",2014/09,43
Minnesota,27,2014,2014,"Oct., 2014",2014/10,49
Minnesota,27,2014,2014,"Nov., 2014",2014/11,42
Minnesota,27,2014,2014,"Dec., 2014",2014/12,38
Minnesota,27,2015,2015,"Jan., 2015",2015/01,50
Minnesota,27,2015,2015,"Feb., 2015",2015/02,39
Minnesota,27,2015,2015,"Mar., 2015",2015/03,61
Minnesota,27,2015,2015,"Apr., 2015",2015/04,49
Minnesota,27,2015,2015,"May, 2015",2015/05,46
Minnesota,27,2015,2015,"Jun., 2015",2015/06,40
Minnesota,27,2015,2015,"Jul., 2015",2015/07,49
Minnesota,27,2015,2015,"Aug., 2015",2015/08,48
Minnesota,27,2015,2015,"Sep., 2015",2015/09,54
Minnesota,27,2015,2015,"Oct., 2015",2015/10,55
Minnesota,27,2015,2015,"Nov., 2015",2015/11,45
Minnesota,27,2015,2015,"Dec., 2015",2015/12,45
Minnesota,27,2016,2016,"Jan., 2016",2016/01,64
Minnesota,27,2016,2016,"Feb., 2016",2016/02,63
Minnesota,27,2016,2016,"Mar., 2016",2016/03,53
Minnesota,27,2016,2016,"Apr., 2016",2016/04,51
Minnesota,27,2016,2016,"May, 2016",2016/05,54
Minnesota,27,2016,2016,"Jun., 2016",2016/06,58
Minnesota,27,2016,2016,"Jul., 2016",2016/07,45
Minnesota,27,2016,2016,"Aug., 2016",2016/08,56
Minnesota,27,2016,2016,"Sep., 2016",2016/09,56
Minnesota,27,2016,2016,"Oct., 2016",2016/10,50
Minnesota,27,2016,2016,"Nov., 2016",2016/11,64
Minnesota,27,2016,2016,"Dec., 2016",2016/12,58
Minnesota,27,2017,2017,"Jan., 2017",2017/01,58
Minnesota,27,2017,2017,"Feb., 2017",2017/02,60
Minnesota,27,2017,2017,"Mar., 2017",2017/03,65
Minnesota,27,2017,2017,"Apr., 2017",2017/04,58
Minnesota,27,2017,2017,"May, 2017",2017/05,64
Minnesota,27,2017,2017,"Jun., 2017",2017/06,63
Minnesota,27,2017,2017,"Jul., 2017",2017/07,46
Minnesota,27,2017,2017,"Aug., 2017",2017/08,65
Minnesota,27,2017,2017,"Sep., 2017",2017/09,75
Minnesota,27,2017,2017,"Oct., 2017",2017/10,55
Minnesota,27,2017,2017,"Nov., 2017",2017/11,64
Minnesota,27,2017,2017,"Dec., 2017",2017/12,60
Minnesota,27,2018,2018,"Jan., 2018",2018/01,48
Minnesota,27,2018,2018,"Feb., 2018",2018/02,59
Minnesota,27,2018,2018,"Mar., 2018",2018/03,59
Minnesota,27,2018,2018,"Apr., 2018",2018/04,45
Minnesota,27,2018,2018,"May, 2018",2018/05,52
Minnesota,27,2018,2018,"Jun., 2018",2018/06,52
Minnesota,27,2018,2018,"Jul., 2018",2018/07,56
Minnesota,27,2018,2018,"Aug., 2018",2018/08,48
Minnesota,27,2018,2018,"Sep., 2018",2018/09,48
Minnesota,27,2018,2018,"Oct., 2018",2018/10,56
Minnesota,27,2018,2018,"Nov., 2018",2018/11,60
Minnesota,27,2018,2018,"Dec., 2018",2018/12,53
Minnesota,27,2019,2019,"Jan., 2019",2019/01,73
Minnesota,27,2019,2019,"Feb., 2019",2019/02,56
Minnesota,27,2019,2019,"Mar., 2019",2019/03,53
Minnesota,27,2019,2019,"Apr., 2019",2019/04,67
Minnesota,27,2019,2019,"May, 2019",2019/05,66
Minnesota,27,2019,2019,"Jun., 2019",2019/06,71
Minnesota,27,2019,2019,"Jul., 2019",2019/07,73
Minnesota,27,2019,2019,"Aug., 2019",2019/08,70
Minnesota,27,2019,2019,"Sep., 2019",2019/09,61
Minnesota,27,2019,2019,"Oct., 2019",2019/10,66
Minnesota,27,2019,2019,"Nov., 2019",2019/11,62
Minnesota,27,2019,2019,"Dec., 2019",2019/12,74
Mississippi,28,2014,2014,"Jan., 2014",2014/01,42
Mississippi,28,2014,2014,"Feb., 2014",2014/02,33
Mississippi,28,2014,2014,"Mar., 2014",2014/03,25
Mississippi,28,2014,2014,"Apr., 2014",2014/04,23
Mississippi,28,2014,2014,"May, 2014",2014/05,22
Mississippi,28,2014,2014,"Jun., 2014",2014/06,33
Mississippi,28,2014,2014,"Jul., 2014",2014/07,19
Mississippi,28,2014,2014,"Aug., 2014",2014/08,33
Mississippi,28,2014,2014,"Sep., 2014",2014/09,30
Mississippi,28,2014,2014,"Oct., 2014",2014/10,26
Mississippi,28,2014,2014,"Nov., 2014",2014/11,27
Mississippi,28,2014,2014,"Dec., 2014",2014/12,23
