State,State Code,Year,Year Code,Month,Month Code,Deaths
Georgia,13,2019,2019,"Jun., 2019",2019/06,109
Georgia,13,2019,2019,"Jul., 2019",2019/07,111
Georgia,13,2019,2019,"Aug., 2019",2019/08,136
Georgia,13,2019,2019,"Sep., 2019",2019/09,112
Georgia,13,2019,2019,"Oct., 2019",2019/10,102
Georgia,13,2019,2019,"Nov., 2019",2019/11,111
Georgia,13,2019,2019,"Dec., 2019",2019/12,114
Hawaii,15,2014,2014,"Jan., 2014",2014/01,15
Hawaii,15,2014,2014,"Feb., 2014",2014/02,11
Hawaii,15,2014,2014,"Mar., 2014",2014/03,14
Hawaii,15,2014,2014,"Apr., 2014",2014/04,10
Hawaii,15,2014,2014,"May, 2014",2014/05,12
Hawaii,15,2014,2014,"Jun., 2014",2014/06,26
Hawaii,15,2014,2014,"Jul., 2014",2014/07,14
Hawaii,15,2014,2014,"Aug., 2014",2014/08,14
Hawaii,15,2014,2014,"Sep., 2014",2014/09,16
Hawaii,15,2014,2014,"Oct., 2014",2014/10,10
Hawaii,15,2014,2014,"Nov., 2014",2014/11,Suppressed
Hawaii,15,2014,2014,"Dec., 2014",2014/12,Suppressed
Hawaii,15,2015,2015,"Jan., 2015",2015/01,10
Hawaii,15,2015,2015,"Feb., 2015",2015/02,15
Hawaii,15,2015,2015,"Mar., 2015",2015/03,12
Hawaii,15,2015,2015,"Apr., 2015",2015/04,11
Hawaii,15,2015,2015,"May, 2015",2015/05,16
Hawaii,15,2015,2015,"Jun., 2015",2015/06,10
Hawaii,15,2015,2015,"Jul., 2015",2015/07,16
Hawaii,15,2015,2015,"Aug., 2015",2015/08,14
Hawaii,15,2015,2015,"Sep., 2015",2015/09,19
Hawaii,15,2015,2015,"Oct., 2015",2015/10,15
Hawaii,15,2015,2015,"Nov., 2015",2015/11,15
Hawaii,15,2015,2015,"Dec., 2015",2015/12,16
Hawaii,15,2016,2016,"Jan., 2016",2016/01,13
Hawaii,15,2016,2016,"Feb., 2016",2016/02,19
Hawaii,15,2016,2016,"Mar., 2016",2016/03,20
Hawaii,15,2016,2016,"Apr., 2016",2016/04,12
Hawaii,15,2016,2016,"May, 2016",2016/05,17
Hawaii,15,2016,2016,"Jun., 2016",2016/06,12
Hawaii,15,2016,2016,"Jul., 2016",2016/07,14
Hawaii,15,2016,2016,"Aug., 2016",2016/08,26
Hawaii,15,2016,2016,"Sep., 2016",2016/09,10
Hawaii,15,2016,2016,"Oct., 2016",2016/10,13
Hawaii,15,2016,2016,"Nov., 2016",2016/11,17
Hawaii,15,2016,2016,"Dec., 2016",2016/12,18
Hawaii,15,2017,2017,"Jan., 2017",2017/01,17
Hawaii,15,2017,2017,"Feb., 2017",2017/02,Suppressed
Hawaii,15,2017,2017,"Mar., 2017",2017/03,11
Hawaii,15,2017,2017,"Apr., 2017",2017/04,13
Hawaii,15,2017,2017,"May, 2017",2017/05,27
Hawaii,15,2017,2017,"Jun., 2017",2017/06,12
Hawaii,15,2017,2017,"Jul., 2017",2017/07,18
Hawaii,15,2017,2017,"Aug., 2017",2017/08,22
Hawaii,15,2017,2017,"Sep., 2017",2017/09,18
Hawaii,15,2017,2017,"Oct., 2017",2017/10,17
Hawaii,15,2017,2017,"Nov., 2017",2017/11,19
Hawaii,15,2017,2017,"Dec., 2017",2017/12,20
Hawaii,15,2018,2018,"Jan., 2018",2018/01,17
Hawaii,15,2018,2018,"Feb., 2018",2018/02,19
Hawaii,15,2018,2018,"Mar., 2018",2018/03,18
Hawaii,15,2018,2018,"Apr., 2018",2018/04,24
Hawaii,15,2018,2018,"May, 2018",2018/05,10
Hawaii,15,2018,2018,"Jun., 2018",2018/06,20
Hawaii,15,2018,2018,"Jul., 2018",2018/07,19
Hawaii,15,2018,2018,"Aug., 2018",2018/08,16
Hawaii,15,2018,2018,"Sep., 2018",2018/09,21
Hawaii,15,2018,2018,"Oct., 2018",2018/10,11
Hawaii,15,2018,2018,"Nov., 2018",2018/11,20
Hawaii,15,2018,2018,"Dec., 2018",2018/12,18
Hawaii,15,2019,2019,"Jan., 2019",2019/01,28
Hawaii,15,2019,2019,"Feb., 2019",2019/02,22
Hawaii,15,2019,2019,"Mar., 2019",2019/03,19
Hawaii,15,2019,2019,"Apr., 2019",2019/04,19
Hawaii,15,2019,2019,"May, 2019",2019/05,Suppressed
Hawaii,15,2019,2019,"Jun., 2019",2019/06,21
Hawaii,15,2019,2019,"Jul., 2019",2019/07,19
Hawaii,15,2019,2019,"Aug., 2019",2019/08,25
Hawaii,15,2019,2019,"Sep., 2019",2019/09,20
Hawaii,15,2019,2019,"Oct., 2019",2019/10,23
Hawaii,15,2019,2019,"Nov., 2019",2019/11,17
Hawaii,15,2019,2019,"Dec., 2019",2019/12,21
Idaho,16,2014,2014,"Jan., 2014",2014/01,15
Idaho,16,2014,2014,"Feb., 2014",2014/02,20
Idaho,16,2014,2014,"Mar., 2014",2014/03,20
Idaho,16,2014,2014,"Apr., 2014",2014/04,16
Idaho,16,2014,2014,"May, 2014",2014/05,28
Idaho,16,2014,2014,"Jun., 2014",2014/06,15
Idaho,16,2014,2014,"Jul., 2014",2014/07,10
Idaho,16,2014,2014,"Aug., 2014",2014/08,23
Idaho,16,2014,2014,"Sep., 2014",2014/09,18
Idaho,16,2014,2014,"Oct., 2014",2014/10,16
Idaho,16,2014,2014,"Nov., 2014",2014/11,16
Idaho,16,2014,2014,"Dec., 2014",2014/12,15
Idaho,16,2015,2015,"Jan., 2015",2015/01,23
Idaho,16,2015,2015,"Feb., 2015",2015/02,17
Idaho,16,2015,2015,"Mar., 2015",2015/03,27
Idaho,16,2015,2015,"Apr., 2015",2015/04,20
Idaho,16,2015,2015,"May, 2015",2015/05,18
Idaho,16,2015,2015,"Jun., 2015",2015/06,20
Idaho,16,2015,2015,"Jul., 2015",2015/07,14
Idaho,16,2015,2015,"Aug., 2015",2015/08,18
Idaho,16,2015,2015,"Sep., 2015",2015/09,17
Idaho,16,2015,2015,"Oct., 2015",2015/10,16
Idaho,16,2015,2015,"Nov., 2015",2015/11,Suppressed
Idaho,16,2015,2015,"Dec., 2015",2015/12,19
Idaho,16,2016,2016,"Jan., 2016",2016/01,24
Idaho,16,2016,2016,"Feb., 2016",2016/02,18
Idaho,16,2016,2016,"Mar., 2016",2016/03,27
Idaho,16,2016,2016,"Apr., 2016",2016/04,15
Idaho,16,2016,2016,"May, 2016",2016/05,20
Idaho,16,2016,2016,"Jun., 2016",2016/06,26
Idaho,16,2016,2016,"Jul., 2016",2016/07,17
Idaho,16,2016,2016,"Aug., 2016",2016/08,22
Idaho,16,2016,2016,"Sep., 2016",2016/09,14
Idaho,16,2016,2016,"Oct., 2016",2016/10,30
Idaho,16,2016,2016,"Nov., 2016",2016/11,16
Idaho,16,2016,2016,"Dec., 2016",2016/12,14
Idaho,16,2017,2017,"Jan., 2017",2017/01,21
Idaho,16,2017,2017,"Feb., 2017",2017/02,23
Idaho,16,2017,2017,"Mar., 2017",2017/03,23
Idaho,16,2017,2017,"Apr., 2017",2017/04,20
Idaho,16,2017,2017,"May, 2017",2017/05,28
Idaho,16,2017,2017,"Jun., 2017",2017/06,16
Idaho,16,2017,2017,"Jul., 2017",2017/07,17
Idaho,16,2017,2017,"Aug., 2017",2017/08,17
Idaho,16,2017,2017,"Sep., 2017",2017/09,21
Idaho,16,2017,2017,"Oct., 2017",2017/10,23
Idaho,16,2017,2017,"Nov., 2017",2017/11,12
Idaho,16,2017,2017,"Dec., 2017",2017/12,15
Idaho,16,2018,2018,"Jan., 2018",2018/01,15
Idaho,16,2018,2018,"Feb., 2018",2018/02,21
Idaho,16,2018,2018,"Mar., 2018",2018/03,24
Idaho,16,2018,2018,"Apr., 2018",2018/04,25
Idaho,16,2018,2018,"May, 2018",2018/05,23
Idaho,16,2018,2018,"Jun., 2018",2018/06,26
Idaho,16,2018,2018,"Jul., 2018",2018/07,28
Idaho,16,2018,2018,"Aug., 2018",2018/08,16
Idaho,16,2018,2018,"Sep., 2018",2018/09,19
Idaho,16,2018,2018,"Oct., 2018",2018/10,16
Idaho,16,2018,2018,"Nov., 2018",2018/11,15
Idaho,16,2018,2018,"Dec., 2018",2018/12,22
Idaho,16,2019,2019,"Jan., 2019",2019/01,20
Idaho,16,2019,2019,"Feb., 2019",2019/02,29
Idaho,16,2019,2019,"Mar., 2019",2019/03,28
Idaho,16,2019,2019,"Apr., 2019",2019/04,17
Idaho,16,2019,2019,"May, 2019",2019/05,19
Idaho,16,2019,2019,"Jun., 2019",2019/06,30
Idaho,16,2019,2019,"Jul., 2019",2019/07,12
Idaho,16,2019,2019,"Aug., 2019",2019/08,13
Idaho,16,2019,2019,"Sep., 2019",2019/09,21
Idaho,16,2019,2019,"Oct., 2019",2019/10,26
Idaho,16,2019,2019,"Nov., 2019",2019/11,26
Idaho,16,2019,2019,"Dec., 2019",2019/12,24
Illinois,17,2014,2014,"Jan., 2014",2014/01,155
Illinois,17,2014,2014,"Feb., 2014",2014/02,124
Illinois,17,2014,2014,"Mar., 2014",2014/03,137
Illinois,17,2014,2014,"Apr., 2014",2014/04,115
Illinois,17,2014,2014,"May, 2014",2014/05,133
Illinois,17,2014,2014,"Jun., 2014",2014/06,145
Illinois,17,2014,2014,"Jul., 2014",2014/07,164
Illinois,17,2014,2014,"Aug., 2014",2014/08,126
Illinois,17,2014,2014,"Sep., 2014",2014/09,132
Illinois,17,2014,2014,"Oct., 2014",2014/10,170
Illinois,17,2014,2014,"Nov., 2014",2014/11,146
Illinois,17,2014,2014,"Dec., 2014",2014/12,158
Illinois,17,2015,2015,"Jan., 2015",2015/01,126
Illinois,17,2015,2015,"Feb., 2015",2015/02,129
Illinois,17,2015,2015,"Mar., 2015",2015/03,158
Illinois,17,2015,2015,"Apr., 2015",2015/04,157
Illinois,17,2015,2015,"May, 2015",2015/05,178
Illinois,17,2015,2015,"Jun., 2015",2015/06,127
Illinois,17,2015,2015,"Jul., 2015",2015/07,149
Illinois,17,2015,2015,"Aug., 2015",2015/08,152
Illinois,17,2015,2015,"Sep., 2015",2015/09,156
Illinois,17,2015,2015,"Oct., 2015",2015/10,191
Illinois,17,2015,2015,"Nov., 2015",2015/11,150
Illinois,17,2015,2015,"Dec., 2015",2015/12,162
Illinois,17,2016,2016,"Jan., 2016",2016/01,149
Illinois,17,2016,2016,"Feb., 2016",2016/02,191
Illinois,17,2016,2016,"Mar., 2016",2016/03,221
Illinois,17,2016,2016,"Apr., 2016",2016/04,226
Illinois,17,2016,2016,"May, 2016",2016/05,218
Illinois,17,2016,2016,"Jun., 2016",2016/06,207
Illinois,17,2016,2016,"Jul., 2016",2016/07,208
Illinois,17,2016,2016,"Aug., 2016",2016/08,176
Illinois,17,2016,2016,"Sep., 2016",2016/09,206
Illinois,17,2016,2016,"Oct., 2016",2016/10,179
Illinois,17,2016,2016,"Nov., 2016",2016/11,189
Illinois,17,2016,2016,"Dec., 2016",2016/12,241
Illinois,17,2017,2017,"Jan., 2017",2017/01,247
Illinois,17,2017,2017,"Feb., 2017",2017/02,232
Illinois,17,2017,2017,"Mar., 2017",2017/03,220
Illinois,17,2017,2017,"Apr., 2017",2017/04,202
Illinois,17,2017,2017,"May, 2017",2017/05,182
Illinois,17,2017,2017,"Jun., 2017",2017/06,206
Illinois,17,2017,2017,"Jul., 2017",2017/07,221
Illinois,17,2017,2017,"Aug., 2017",2017/08,249
Illinois,17,2017,2017,"Sep., 2017",2017/09,289
Illinois,17,2017,2017,"Oct., 2017",2017/10,244
Illinois,17,2017,2017,"Nov., 2017",2017/11,251
Illinois,17,2017,2017,"Dec., 2017",2017/12,235
Illinois,17,2018,2018,"Jan., 2018",2018/01,242
Illinois,17,2018,2018,"Feb., 2018",2018/02,208
Illinois,17,2018,2018,"Mar., 2018",2018/03,239
Illinois,17,2018,2018,"Apr., 2018",2018/04,234
Illinois,17,2018,2018,"May, 2018",2018/05,232
Illinois,17,2018,2018,"Jun., 2018",2018/06,209
Illinois,17,2018,2018,"Jul., 2018",2018/07,246
Illinois,17,2018,2018,"Aug., 2018",2018/08,205
Illinois,17,2018,2018,"Sep., 2018",2018/09,220
Illinois,17,2018,2018,"Oct., 2018",2018/10,247
Illinois,17,2018,2018,"Nov., 2018",2018/11,194
Illinois,17,2018,2018,"Dec., 2018",2018/12,246
Illinois,17,2019,2019,"Jan., 2019",2019/01,193
Illinois,17,2019,2019,"Feb., 2019",2019/02,178
Illinois,17,2019,2019,"Mar., 2019",2019/03,209
Illinois,17,2019,2019,"Apr., 2019",2019/04,200
Illinois,17,2019,2019,"May, 2019",2019/05,266
Illinois,17,2019,2019,"Jun., 2019",2019/06,224
Illinois,17,2019,2019,"Jul., 2019",2019/07,232
Illinois,17,2019,2019,"Aug., 2019",2019/08,258
Illinois,17,2019,2019,"Sep., 2019",2019/09,256
Illinois,17,2019,2019,"Oct., 2019",2019/10,232
Illinois,17,2019,2019,"Nov., 2019",2019/11,255
Illinois,17,2019,2019,"Dec., 2019",2019/12,287
Indiana,18,2014,2014,"Jan., 2014",2014/01,91
Indiana,18,2014,2014,"Feb., 2014",2014/02,103
Indiana,18,2014,2014,"Mar., 2014",2014/03,82
Indiana,18,2014,2014,"Apr., 2014",2014/04,87
Indiana,18,2014,2014,"May, 2014",2014/05,100
Indiana,18,2014,2014,"Jun., 2014",2014/06,98
Indiana,18,2014,2014,"Jul., 2014",2014/07,91
Indiana,18,2014,2014,"Aug., 2014",2014/08,100
Indiana,18,2014,2014,"Sep., 2014",2014/09,118
Indiana,18,2014,2014,"Oct., 2014",2014/10,114
Indiana,18,2014,2014,"Nov., 2014",2014/11,94
Indiana,18,2014,2014,"Dec., 2014",2014/12,95
Indiana,18,2015,2015,"Jan., 2015",2015/01,102
Indiana,18,2015,2015,"Feb., 2015",2015/02,85
Indiana,18,2015,2015,"Mar., 2015",2015/03,124
Indiana,18,2015,2015,"Apr., 2015",2015/04,101
Indiana,18,2015,2015,"May, 2015",2015/05,91
Indiana,18,2015,2015,"Jun., 2015",2015/06,113
Indiana,18,2015,2015,"Jul., 2015",2015/07,80
Indiana,18,2015,2015,"Aug., 2015",2015/08,117
Indiana,18,2015,2015,"Sep., 2015",2015/09,113
Indiana,18,2015,2015,"Oct., 2015",2015/10,110
Indiana,18,2015,2015,"Nov., 2015",2015/11,101
Indiana,18,2015,2015,"Dec., 2015",2015/12,109
Indiana,18,2016,2016,"Jan., 2016",2016/01,98
Indiana,18,2016,2016,"Feb., 2016",2016/02,120
Indiana,18,2016,2016,"Mar., 2016",2016/03,129
Indiana,18,2016,2016,"Apr., 2016",2016/04,125
Indiana,18,2016,2016,"May, 2016",2016/05,129
Indiana,18,2016,2016,"Jun., 2016",2016/06,144
Indiana,18,2016,2016,"Jul., 2016",2016/07,112
Indiana,18,2016,2016,"Aug., 2016",2016/08,148
Indiana,18,2016,2016,"Sep., 2016",2016/09,127
Indiana,18,2016,2016,"Oct., 2016",2016/10,118
Indiana,18,2016,2016,"Nov., 2016",2016/11,134
Indiana,18,2016,2016,"Dec., 2016",2016/12,142
Indiana,18,2017,2017,"Jan., 2017",2017/01,168
Indiana,18,2017,2017,"Feb., 2017",2017/02,172
Indiana,18,2017,2017,"Mar., 2017",2017/03,167
Indiana,18,2017,2017,"Apr., 2017",2017/04,158
Indiana,18,2017,2017,"May, 2017",2017/05,144
Indiana,18,2017,2017,"Jun., 2017",2017/06,144
Indiana,18,2017,2017,"Jul., 2017",2017/07,161
Indiana,18,2017,2017,"Aug., 2017",2017/08,142
Indiana,18,2017,2017,"Sep., 2017",2017/09,162
Indiana,18,2017,2017,"Oct., 2017",2017/10,158
Indiana,18,2017,2017,"Nov., 2017",2017/11,151
Indiana,18,2017,2017,"Dec., 2017",2017/12,125
Indiana,18,2018,2018,"Jan., 2018",2018/01,139
Indiana,18,2018,2018,"Feb., 2018",2018/02,126
Indiana,18,2018,2018,"Mar., 2018",2018/03,147
Indiana,18,2018,2018,"Apr., 2018",2018/04,143
Indiana,18,2018,2018,"May, 2018",2018/05,124
Indiana,18,2018,2018,"Jun., 2018",2018/06,139
Indiana,18,2018,2018,"Jul., 2018",2018/07,145
Indiana,18,2018,2018,"Aug., 2018",2018/08,133
Indiana,18,2018,2018,"Sep., 2018",2018/09,130
Indiana,18,2018,2018,"Oct., 2018",2018/10,153
Indiana,18,2018,2018,"Nov., 2018",2018/11,122
Indiana,18,2018,2018,"Dec., 2018",2018/12,128
Indiana,18,2019,2019,"Jan., 2019",2019/01,119
Indiana,18,2019,2019,"Feb., 2019",2019/02,123
Indiana,18,2019,2019,"Mar., 2019",2019/03,167
Indiana,18,2019,2019,"Apr., 2019",2019/04,135
Indiana,18,2019,2019,"May, 2019",2019/05,145
Indiana,18,2019,2019,"Jun., 2019",2019/06,132
Indiana,18,2019,2019,"Jul., 2019",2019/07,151
Indiana,18,2019,2019,"Aug., 2019",2019/08,135
Indiana,18,2019,2019,"Sep., 2019",2019/09,138
Indiana,18,2019,2019,"Oct., 2019",2019/10,171
Indiana,18,2019,2019,"Nov., 2019",2019/11,136
Indiana,18,2019,2019,"Dec., 2019",2019/12,148
Iowa,19,2014,2014,"Jan., 2014",2014/01,18
Iowa,19,2014,2014,"Feb., 2014",2014/02,24
Iowa,19,2014,2014,"Mar., 2014",2014/03,23
Iowa,19,2014,2014,"Apr., 2014",2014/04,30
Iowa,19,2014,2014,"May, 2014",2014/05,21
Iowa,19,2014,2014,"Jun., 2014",2014/06,15
Iowa,19,2014,2014,"Jul., 2014",2014/07,14
Iowa,19,2014,2014,"Aug., 2014",2014/08,25
Iowa,19,2014,2014,"Sep., 2014",2014/09,16
Iowa,19,2014,2014,"Oct., 2014",2014/10,22
Iowa,19,2014,2014,"Nov., 2014",2014/11,20
Iowa,19,2014,2014,"Dec., 2014",2014/12,36
Iowa,19,2015,2015,"Jan., 2015",2015/01,19
Iowa,19,2015,2015,"Feb., 2015",2015/02,24
Iowa,19,2015,2015,"Mar., 2015",2015/03,24
Iowa,19,2015,2015,"Apr., 2015",2015/04,29
Iowa,19,2015,2015,"May, 2015",2015/05,34
Iowa,19,2015,2015,"Jun., 2015",2015/06,27
Iowa,19,2015,2015,"Jul., 2015",2015/07,29
Iowa,19,2015,2015,"Aug., 2015",2015/08,21
Iowa,19,2015,2015,"Sep., 2015",2015/09,29
Iowa,19,2015,2015,"Oct., 2015",2015/10,20
Iowa,19,2015,2015,"Nov., 2015",2015/11,22
Iowa,19,2015,2015,"Dec., 2015",2015/12,31
Iowa,19,2016,2016,"Jan., 2016",2016/01,22
Iowa,19,2016,2016,"Feb., 2016",2016/02,25
Iowa,19,2016,2016,"Mar., 2016",2016/03,26
Iowa,19,2016,2016,"Apr., 2016",2016/04,29
Iowa,19,2016,2016,"May, 2016",2016/05,37
Iowa,19,2016,2016,"Jun., 2016",2016/06,20
Iowa,19,2016,2016,"Jul., 2016",2016/07,20
Iowa,19,2016,2016,"Aug., 2016",2016/08,29
Iowa,19,2016,2016,"Sep., 2016",2016/09,27
Iowa,19,2016,2016,"Oct., 2016",2016/10,26
Iowa,19,2016,2016,"Nov., 2016",2016/11,29
Iowa,19,2016,2016,"Dec., 2016",2016/12,24
Iowa,19,2017,2017,"Jan., 2017",2017/01,36
Iowa,19,2017,2017,"Feb., 2017",2017/02,32
Iowa,19,2017,2017,"Mar., 2017",2017/03,30
Iowa,19,2017,2017,"Apr., 2017",2017/04,23
Iowa,19,2017,2017,"May, 2017",2017/05,34
Iowa,19,2017,2017,"Jun., 2017",2017/06,31
Iowa,19,2017,2017,"Jul., 2017",2017/07,22
Iowa,19,2017,2017,"Aug., 2017",2017/08,31
Iowa,19,2017,2017,"Sep., 2017",2017/09,23
Iowa,19,2017,2017,"Oct., 2017",2017/10,30
Iowa,19,2017,2017,"Nov., 2017",2017/11,26
Iowa,19,2017,2017,"Dec., 2017",2017/12,23
Iowa,19,2018,2018,"Jan., 2018",2018/01,26
Iowa,19,2018,2018,"Feb., 2018",2018/02,26
Iowa,19,2018,2018,"Mar., 2018",2018/03,24
Iowa,19,2018,2018,"Apr., 2018",2018/04,20
Iowa,19,2018,2018,"May, 2018",2018/05,26
Iowa,19,2018,2018,"Jun., 2018",2018/06,27
Iowa,19,2018,2018,"Jul., 2018",2018/07,22
Iowa,19,2018,2018,"Aug., 2018",2018/08,22
Iowa,19,2018,2018,"Sep., 2018",2018/09,27
Iowa,19,2018,2018,"Oct., 2018",2018/10,22
Iowa,19,2018,2018,"Nov., 2018",2018/11,21
Iowa,19,2018,2018,"Dec., 2018",2018/12,24
Iowa,19,2019,2019,"Jan., 2019",2019/01,30
Iowa,19,2019,2019,"Feb., 2019",2019/02,25
Iowa,19,2019,2019,"Mar., 2019",2019/03,26
Iowa,19,2019,2019,"Apr., 2019",2019/04,28
Iowa,19,2019,2019,"May, 2019",2019/05,26
Iowa,19,2019,2019,"Jun., 2019",2019/06,19
Iowa,19,2019,2019,"Jul., 2019",2019/07,37
Iowa,19,2019,2019,"Aug., 2019",2019/08,28
Iowa,19,2019,2019,"Sep., 2019",2019/09,38
Iowa,19,2019,2019,"Oct., 2019",2019/10,27
Iowa,19,2019,2019,"Nov., 2019",2019/11,30
Iowa,19,2019,2019,"Dec., 2019",2019/12,39
Kansas,20,2014,2014,"Jan., 2014",2014/01,38
Kansas,20,2014,2014,"Feb., 2014",2014/02,28
Kansas,20,2014,2014,"Mar., 2014",2014/03,18
Kansas,20,2014,2014,"Apr., 2014",2014/04,26
Kansas,20,2014,2014,"May, 2014",2014/05,25
Kansas,20,2014,2014,"Jun., 2014",2014/06,30
Kansas,20,2014,2014,"Jul., 2014",2014/07,30
Kansas,20,2014,2014,"Aug., 2014",2014/08,26
Kansas,20,2014,2014,"Sep., 2014",2014/09,32
Kansas,20,2014,2014,"Oct., 2014",2014/10,25
Kansas,20,2014,2014,"Nov., 2014",2014/11,24
Kansas,20,2014,2014,"Dec., 2014",2014/12,30
Kansas,20,2015,2015,"Jan., 2015",2015/01,31
Kansas,20,2015,2015,"Feb., 2015",2015/02,26
Kansas,20,2015,2015,"Mar., 2015",2015/03,31
Kansas,20,2015,2015,"Apr., 2015",2015/04,34
Kansas,20,2015,2015,"May, 2015",2015/05,30
Kansas,20,2015,2015,"Jun., 2015",2015/06,22
Kansas,20,2015,2015,"Jul., 2015",2015/07,27
Kansas,20,2015,2015,"Aug., 2015",2015/08,34
Kansas,20,2015,2015,"Sep., 2015",2015/09,27
Kansas,20,2015,2015,"Oct., 2015",2015/10,24
Kansas,20,2015,2015,"Nov., 2015",2015/11,18
Kansas,20,2015,2015,"Dec., 2015",2015/12,25
Kansas,20,2016,2016,"Jan., 2016",2016/01,19
Kansas,20,2016,2016,"Feb., 2016",2016/02,25
Kansas,20,2016,2016,"Mar., 2016",2016/03,30
Kansas,20,2016,2016,"Apr., 2016",2016/04,33
Kansas,20,2016,2016,"May, 2016",2016/05,22
Kansas,20,2016,2016,"Jun., 2016",2016/06,36
Kansas,20,2016,2016,"Jul., 2016",2016/07,25
Kansas,20,2016,2016,"Aug., 2016",2016/08,31
Kansas,20,2016,2016,"Sep., 2016",2016/09,25
Kansas,20,2016,2016,"Oct., 2016",2016/10,23
Kansas,20,2016,2016,"Nov., 2016",2016/11,20
Kansas,20,2016,2016,"Dec., 2016",2016/12,24
Kansas,20,2017,2017,"Jan., 2017",2017/01,34
Kansas,20,2017,2017,"Feb., 2017",2017/02,24
Kansas,20,2017,2017,"Mar., 2017",2017/03,30
Kansas,20,2017,2017,"Apr., 2017",2017/04,26
Kansas,20,2017,2017,"May, 2017",2017/05,22
Kansas,20,2017,2017,"Jun., 2017",2017/06,20
Kansas,20,2017,2017,"Jul., 2017",2017/07,35
Kansas,20,2017,2017,"Aug., 2017",2017/08,22
Kansas,20,2017,2017,"Sep., 2017",2017/09,30
Kansas,20,2017,2017,"Oct., 2017",2017/10,37
Kansas,20,2017,2017,"Nov., 2017",2017/11,20
Kansas,20,2017,2017,"Dec., 2017",2017/12,33
Kansas,20,2018,2018,"Jan., 2018",2018/01,30
Kansas,20,2018,2018,"Feb., 2018",2018/02,24
Kansas,20,2018,2018,"Mar., 2018",2018/03,27
Kansas,20,2018,2018,"Apr., 2018",2018/04,28
Kansas,20,2018,2018,"May, 2018",2018/05,29
Kansas,20,2018,2018,"Jun., 2018",2018/06,37
Kansas,20,2018,2018,"Jul., 2018",2018/07,39
Kansas,20,2018,2018,"Aug., 2018",2018/08,31
Kansas,20,2018,2018,"Sep., 2018",2018/09,27
Kansas,20,2018,2018,"Oct., 2018",2018/10,28
Kansas,20,2018,2018,"Nov., 2018",2018/11,20
Kansas,20,2018,2018,"Dec., 2018",2018/12,25
Kansas,20,2019,2019,"Jan., 2019",2019/01,38
Kansas,20,2019,2019,"Feb., 2019",2019/02,39
Kansas,20,2019,2019,"Mar., 2019",2019/03,34
Kansas,20,2019,2019,"Apr., 2019",2019/04,38
Kansas,20,2019,2019,"May, 2019",2019/05,37
Kansas,20,2019,2019,"Jun., 2019",2019/06,41
Kansas,20,2019,2019,"Jul., 2019",2019/07,37
Kansas,20,2019,2019,"Aug., 2019",2019/08,30
Kansas,20,2019,2019,"Sep., 2019",2019/09,33
Kansas,20,2019,2019,"Oct., 2019",2019/10,18
Kansas,20,2019,2019,"Nov., 2019",2019/11,32
Kansas,20,2019,2019,"Dec., 2019",2019/12,26
Kentucky,21,2014,2014,"Jan., 2014",2014/01,88
Kentucky,21,2014,2014,"Feb., 2014",2014/02,103
Kentucky,21,2014,2014,"Mar., 2014",2014/03,90
Kentucky,21,2014,2014,"Apr., 2014",2014/04,67
Kentucky,21,2014,2014,"May, 2014",2014/05,84
Kentucky,21,2014,2014,"Jun., 2014",2014/06,67
Kentucky,21,2014,2014,"Jul., 2014",2014/07,83
Kentucky,21,2014,2014,"Aug., 2014",2014/08,102
Kentucky,21,2014,2014,"Sep., 2014",2014/09,75
Kentucky,21,2014,2014,"Oct., 2014",2014/10,120
Kentucky,21,2014,2014,"Nov., 2014",2014/11,92
Kentucky,21,2014,2014,"Dec., 2014",2014/12,106
Kentucky,21,2015,2015,"Jan., 2015",2015/01,98
Kentucky,21,2015,2015,"Feb., 2015",2015/02,122
Kentucky,21,2015,2015,"Mar., 2015",2015/03,124
Kentucky,21,2015,2015,"Apr., 2015",2015/04,92
Kentucky,21,2015,2015,"May, 2015",2015/05,101
Kentucky,21,2015,2015,"Jun., 2015",2015/06,85
Kentucky,21,2015,2015,"Jul., 2015",2015/07,103
Kentucky,21,2015,2015,"Aug., 2015",2015/08,101
Kentucky,21,2015,2015,"Sep., 2015",2015/09,106
Kentucky,21,2015,2015,"Oct., 2015",2015/10,107
Kentucky,21,2015,2015,"Nov., 2015",2015/11,116
Kentucky,21,2015,2015,"Dec., 2015",2015/12,118
Kentucky,21,2016,2016,"Jan., 2016",2016/01,110
Kentucky,21,2016,2016,"Feb., 2016",2016/02,92
Kentucky,21,2016,2016,"Mar., 2016",2016/03,145
Kentucky,21,2016,2016,"Apr., 2016",2016/04,131
Kentucky,21,2016,2016,"May, 2016",2016/05,127
Kentucky,21,2016,2016,"Jun., 2016",2016/06,125
Kentucky,21,2016,2016,"Jul., 2016",2016/07,94
Kentucky,21,2016,2016,"Aug., 2016",2016/08,125
Kentucky,21,2016,2016,"Sep., 2016",2016/09,103
Kentucky,21,2016,2016,"Oct., 2016",2016/10,113
Kentucky,21,2016,2016,"Nov., 2016",2016/11,93
Kentucky,21,2016,2016,"Dec., 2016",2016/12,161
Kentucky,21,2017,2017,"Jan., 2017",2017/01,149
Kentucky,21,2017,2017,"Feb., 2017",2017/02,162
Kentucky,21,2017,2017,"Mar., 2017",2017/03,157
Kentucky,21,2017,2017,"Apr., 2017",2017/04,152
Kentucky,21,2017,2017,"May, 2017",2017/05,130
