location,end_date,reported_val,predicted_val,missingness,notes
District of Columbia,11/1/2018,302,303,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,10/1/2018,299,300,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,9/1/2018,294,294,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,8/1/2018,291,291,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,7/1/2018,290,291,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,6/1/2018,284,285,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,5/1/2018,292,292,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,4/1/2018,302,302,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,3/1/2018,305,305,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,2/1/2018,324,324,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,1/1/2018,332,332,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,12/1/2017,348,348,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,11/1/2017,346,346,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,10/1/2017,371,371,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,9/1/2017,380,380,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,8/1/2017,377,377,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,7/1/2017,383,383,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,6/1/2017,384,384,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,5/1/2017,380,380,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,4/1/2017,375,375,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,3/1/2017,357,357,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,2/1/2017,342,342,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,1/1/2017,326,326,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,12/1/2016,300,300,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,11/1/2016,289,289,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,10/1/2016,259,259,0,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,9/1/2016,247,248,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,8/1/2016,239,240,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,7/1/2016,219,220,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,6/1/2016,208,209,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,5/1/2016,198,199,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,4/1/2016,174,175,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,3/1/2016,161,163,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,2/1/2016,146,148,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,1/1/2016,146,148,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,12/1/2015,144,146,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,11/1/2015,135,137,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,10/1/2015,126,128,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,9/1/2015,122,124,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,8/1/2015,115,117,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,7/1/2015,114,116,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,6/1/2015,119,121,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,5/1/2015,118,120,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,4/1/2015,113,115,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,3/1/2015,115,116,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,2/1/2015,113,114,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
District of Columbia,1/1/2015,113,114,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,5/1/2020,6583,6652,0.1,* Underreported due to incomplete data.
Florida,4/1/2020,6212,6254,0.1,* Underreported due to incomplete data.
Florida,3/1/2020,5984,6018,0.1,* Underreported due to incomplete data.
Florida,2/1/2020,5768,5777,0.1,* Underreported due to incomplete data.
Florida,1/1/2020,5635,5635,0.1,* Underreported due to incomplete data.
Florida,12/1/2019,5524,5524,0.1,* Underreported due to incomplete data.
Florida,11/1/2019,5473,5482,0.1,* Underreported due to incomplete data.
Florida,10/1/2019,5397,5415,0.1,* Underreported due to incomplete data.
Florida,9/1/2019,5251,5264,0.1,* Underreported due to incomplete data.
Florida,8/1/2019,5153,5172,0.1,* Underreported due to incomplete data.
Florida,7/1/2019,5097,5114,0.1,* Underreported due to incomplete data.
Florida,6/1/2019,5043,5054,0.1,* Underreported due to incomplete data.
Florida,5/1/2019,4957,4972,0.1,* Underreported due to incomplete data.
Florida,4/1/2019,4987,4998,0.1,* Underreported due to incomplete data.
Florida,3/1/2019,4961,4974,0.1,* Underreported due to incomplete data.
Florida,2/1/2019,4937,4937,0.1,* Underreported due to incomplete data.
Florida,1/1/2019,4921,4921,0.1,* Underreported due to incomplete data.
Florida,12/1/2018,4936,4943,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,11/1/2018,4968,4978,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,10/1/2018,4954,4966,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,9/1/2018,5006,5022,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,8/1/2018,5062,5080,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,7/1/2018,5141,5160,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,6/1/2018,5136,5155,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,5/1/2018,5235,5255,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,4/1/2018,5272,5292,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,3/1/2018,5292,5311,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,2/1/2018,5419,5437,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,1/1/2018,5451,5469,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,12/1/2017,5440,5457,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,11/1/2017,5415,5424,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,10/1/2017,5475,5481,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,9/1/2017,5592,5595,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,8/1/2017,5627,5627,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,7/1/2017,5602,5602,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,6/1/2017,5676,5678,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,5/1/2017,5535,5538,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,4/1/2017,5386,5389,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,3/1/2017,5287,5291,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,2/1/2017,5230,5235,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,1/1/2017,5179,5184,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,12/1/2016,4996,5002,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,11/1/2016,4836,4846,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,10/1/2016,4579,4589,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,9/1/2016,4279,4287,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,8/1/2016,4091,4098,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,7/1/2016,3973,3978,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,6/1/2016,3843,3847,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,5/1/2016,3759,3761,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,4/1/2016,3703,3705,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,3/1/2016,3596,3597,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,2/1/2016,3401,3401,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,1/1/2016,3324,3324,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,12/1/2015,3352,3352,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,11/1/2015,3340,3340,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,10/1/2015,3341,3341,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,9/1/2015,3270,3270,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,8/1/2015,3204,3204,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,7/1/2015,3117,3117,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,6/1/2015,2983,2983,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,5/1/2015,2958,2958,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,4/1/2015,2886,2886,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,3/1/2015,2862,2862,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,2/1/2015,2824,2824,0,** Numbers may differ from published reports using final data. See Technical Notes.
Florida,1/1/2015,2755,2755,0,** Numbers may differ from published reports using final data. See Technical Notes
Georgia,5/1/2020,1543,1567,0.1,* Underreported due to incomplete data.
Georgia,4/1/2020,1498,1517,0.1,* Underreported due to incomplete data.
Georgia,3/1/2020,1436,1454,0.1,* Underreported due to incomplete data.
Georgia,2/1/2020,1422,1434,0.1,* Underreported due to incomplete data.
Georgia,1/1/2020,1385,1391,0.1,* Underreported due to incomplete data.
Georgia,12/1/2019,1377,1385,0.1,* Underreported due to incomplete data.
Georgia,11/1/2019,1381,1391,0.1,* Underreported due to incomplete data.
Georgia,10/1/2019,1376,1389,0.1,* Underreported due to incomplete data.
Georgia,9/1/2019,1380,1392,0.1,* Underreported due to incomplete data.
Georgia,8/1/2019,1381,1394,0.1,* Underreported due to incomplete data.
Georgia,7/1/2019,1352,1365,0.1,* Underreported due to incomplete data.
Georgia,6/1/2019,1361,1371,0.1,* Underreported due to incomplete data.
Georgia,5/1/2019,1380,1392,0.1,* Underreported due to incomplete data.
Georgia,4/1/2019,1376,1385,0.1,* Underreported due to incomplete data.
Georgia,3/1/2019,1371,1382,0.1,* Underreported due to incomplete data.
Georgia,2/1/2019,1383,1389,0.1,* Underreported due to incomplete data.
Georgia,1/1/2019,1384,1386,0.1,* Underreported due to incomplete data.
Georgia,12/1/2018,1375,1384,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,11/1/2018,1397,1406,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,10/1/2018,1421,1429,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,9/1/2018,1460,1466,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,8/1/2018,1444,1450,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,7/1/2018,1442,1449,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,6/1/2018,1436,1444,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,5/1/2018,1440,1448,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,4/1/2018,1435,1444,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,3/1/2018,1467,1476,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,2/1/2018,1459,1468,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,1/1/2018,1479,1487,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,12/1/2017,1516,1525,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,11/1/2017,1506,1515,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,10/1/2017,1520,1530,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,9/1/2017,1499,1509,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,8/1/2017,1501,1511,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,7/1/2017,1493,1502,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,6/1/2017,1485,1493,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,5/1/2017,1484,1492,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,4/1/2017,1467,1475,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,3/1/2017,1436,1443,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,2/1/2017,1418,1425,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,1/1/2017,1398,1406,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,12/1/2016,1370,1378,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,11/1/2016,1344,1351,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,10/1/2016,1298,1304,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,9/1/2016,1289,1296,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,8/1/2016,1275,1281,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,7/1/2016,1270,1276,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,6/1/2016,1279,1285,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,5/1/2016,1268,1273,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,4/1/2016,1291,1296,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,3/1/2016,1278,1284,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,2/1/2016,1277,1283,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,1/1/2016,1299,1306,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,12/1/2015,1308,1315,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,11/1/2015,1315,1322,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,10/1/2015,1337,1345,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,9/1/2015,1314,1321,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,8/1/2015,1327,1334,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,7/1/2015,1330,1339,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,6/1/2015,1311,1320,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,5/1/2015,1289,1299,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,4/1/2015,1270,1280,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,3/1/2015,1257,1265,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,2/1/2015,1235,1244,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Georgia,1/1/2015,1206,1214,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,5/1/2020,256,269,0.4,* Underreported due to incomplete data.
Hawaii,4/1/2020,239,251,0.4,* Underreported due to incomplete data.
Hawaii,3/1/2020,235,249,0.5,* Underreported due to incomplete data.
Hawaii,2/1/2020,227,242,0.6,* Underreported due to incomplete data.
Hawaii,1/1/2020,234,249,0.6,* Underreported due to incomplete data.
Hawaii,12/1/2019,245,262,0.6,* Underreported due to incomplete data.
Hawaii,11/1/2019,241,261,0.7,* Underreported due to incomplete data.
Hawaii,10/1/2019,243,264,0.7,* Underreported due to incomplete data.
Hawaii,9/1/2019,231,249,0.6,* Underreported due to incomplete data.
Hawaii,8/1/2019,232,247,0.5,* Underreported due to incomplete data.
Hawaii,7/1/2019,223,235,0.5,* Underreported due to incomplete data.
Hawaii,6/1/2019,223,235,0.4,* Underreported due to incomplete data.
Hawaii,5/1/2019,219,228,0.3,* Underreported due to incomplete data.
Hawaii,4/1/2019,220,228,0.3,* Underreported due to incomplete data.
Hawaii,3/1/2019,225,231,0.2,* Underreported due to incomplete data.
Hawaii,2/1/2019,225,228,0.1,* Underreported due to incomplete data.
Hawaii,1/1/2019,223,225,0.1,* Underreported due to incomplete data.
Hawaii,12/1/2018,212,214,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,11/1/2018,214,214,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,10/1/2018,213,213,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,9/1/2018,219,219,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,8/1/2018,217,217,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,7/1/2018,222,222,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,6/1/2018,222,222,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,5/1/2018,216,216,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,4/1/2018,233,233,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,3/1/2018,221,221,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,2/1/2018,213,213,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,1/1/2018,202,202,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,12/1/2017,202,202,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,11/1/2017,201,202,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,10/1/2017,199,202,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,9/1/2017,196,199,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,8/1/2017,188,192,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,7/1/2017,193,198,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,6/1/2017,188,193,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,5/1/2017,190,196,0.3,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,4/1/2017,180,187,0.3,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,3/1/2017,182,189,0.3,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,2/1/2017,190,197,0.3,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,1/1/2017,203,211,0.3,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,12/1/2016,199,207,0.3,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,11/1/2016,195,201,0.3,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,10/1/2016,193,198,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,9/1/2016,194,198,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,8/1/2016,203,207,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,7/1/2016,193,196,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,6/1/2016,194,196,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,5/1/2016,190,191,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,4/1/2016,191,191,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,3/1/2016,187,187,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,2/1/2016,181,181,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,1/1/2016,174,174,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,12/1/2015,171,171,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,11/1/2015,165,165,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,10/1/2015,156,156,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,9/1/2015,153,153,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,8/1/2015,149,149,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,7/1/2015,147,147,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,6/1/2015,147,147,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,5/1/2015,163,163,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,4/1/2015,157,157,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,3/1/2015,158,158,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,2/1/2015,161,161,0,** Numbers may differ from published reports using final data. See Technical Notes.
Hawaii,1/1/2015,157,157,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,5/1/2020,257,258,0,* Underreported due to incomplete data.
Idaho,4/1/2020,248,248,0,* Underreported due to incomplete data.
Idaho,3/1/2020,249,249,0,* Underreported due to incomplete data.
Idaho,2/1/2020,257,257,0,* Underreported due to incomplete data.
Idaho,1/1/2020,263,263,0,* Underreported due to incomplete data.
Idaho,12/1/2019,264,264,0,* Underreported due to incomplete data.
Idaho,11/1/2019,263,264,0,* Underreported due to incomplete data.
Idaho,10/1/2019,253,254,0,* Underreported due to incomplete data.
Idaho,9/1/2019,247,248,0,* Underreported due to incomplete data.
Idaho,8/1/2019,238,239,0,* Underreported due to incomplete data.
Idaho,7/1/2019,243,244,0,* Underreported due to incomplete data.
Idaho,6/1/2019,261,262,0,* Underreported due to incomplete data.
Idaho,5/1/2019,257,258,0,* Underreported due to incomplete data.
Idaho,4/1/2019,260,261,0,* Underreported due to incomplete data.
Idaho,3/1/2019,265,266,0,* Underreported due to incomplete data.
Idaho,2/1/2019,260,260,0,* Underreported due to incomplete data.
Idaho,1/1/2019,249,249,0,* Underreported due to incomplete data.
Idaho,12/1/2018,243,243,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,11/1/2018,234,234,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,10/1/2018,231,231,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,9/1/2018,238,238,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,8/1/2018,244,244,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,7/1/2018,247,247,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,6/1/2018,235,235,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,5/1/2018,223,223,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,4/1/2018,227,227,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,3/1/2018,225,225,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,2/1/2018,223,223,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,1/1/2018,228,228,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,12/1/2017,234,234,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,11/1/2017,233,233,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,10/1/2017,236,237,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,9/1/2017,240,241,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,8/1/2017,235,236,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,7/1/2017,234,235,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,6/1/2017,231,232,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,5/1/2017,240,242,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,4/1/2017,235,236,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,3/1/2017,231,232,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,2/1/2017,232,233,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,1/1/2017,226,227,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,12/1/2016,228,229,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,11/1/2016,235,236,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,10/1/2016,229,230,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,9/1/2016,218,219,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,8/1/2016,217,218,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,7/1/2016,218,219,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,6/1/2016,216,217,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,5/1/2016,212,212,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,4/1/2016,209,209,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,3/1/2016,212,212,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,2/1/2016,215,215,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,1/1/2016,214,214,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,12/1/2015,214,214,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,11/1/2015,209,209,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,10/1/2015,215,215,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,9/1/2015,214,214,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,8/1/2015,218,218,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,7/1/2015,220,220,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,6/1/2015,217,217,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,5/1/2015,213,213,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,4/1/2015,219,219,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,3/1/2015,216,216,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,2/1/2015,206,206,0,** Numbers may differ from published reports using final data. See Technical Notes.
Idaho,1/1/2015,209,209,0,** Numbers may differ from published reports using final data. See Technical Notes.
Illinois,5/1/2020,3275,3355,0.2,* Underreported due to incomplete data.
Illinois,4/1/2020,3147,3209,0.2,* Underreported due to incomplete data.
Illinois,3/1/2020,3011,3064,0.2,* Underreported due to incomplete data.
Illinois,2/1/2020,2933,2971,0.2,* Underreported due to incomplete data.
Illinois,1/1/2020,2836,2859,0.1,* Underreported due to incomplete data.
Illinois,12/1/2019,2775,2799,0.1,* Underreported due to incomplete data.
Illinois,11/1/2019,2719,2749,0.1,* Underreported due to incomplete data.
Illinois,10/1/2019,2660,2691,0.1,* Underreported due to incomplete data.
Illinois,9/1/2019,2687,2714,0.1,* Underreported due to incomplete data.
Illinois,8/1/2019,2655,2686,0.1,* Underreported due to incomplete data.
Illinois,7/1/2019,2605,2633,0.1,* Underreported due to incomplete data.
Illinois,6/1/2019,2632,2657,0.1,* Underreported due to incomplete data.
Illinois,5/1/2019,2623,2648,0.1,* Underreported due to incomplete data.
Illinois,4/1/2019,2588,2607,0.1,* Underreported due to incomplete data.
Illinois,3/1/2019,2624,2643,0.1,* Underreported due to incomplete data.
Illinois,2/1/2019,2653,2662,0.1,* Underreported due to incomplete data.
Illinois,1/1/2019,2687,2687,0.1,* Underreported due to incomplete data.
Illinois,12/1/2018,2732,2744,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Illinois,11/1/2018,2724,2733,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Illinois,10/1/2018,2786,2794,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Illinois,9/1/2018,2774,2780,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
