location,end_date,reported_val,predicted_val,missingness,notes
Minnesota,12/1/2019,788,788,0,* Underreported due to incomplete data.
Minnesota,11/1/2019,769,769,0,* Underreported due to incomplete data.
Minnesota,10/1/2019,767,767,0,* Underreported due to incomplete data.
Minnesota,9/1/2019,753,753,0,* Underreported due to incomplete data.
Minnesota,8/1/2019,741,741,0,* Underreported due to incomplete data.
Minnesota,7/1/2019,721,721,0,* Underreported due to incomplete data.
Minnesota,6/1/2019,708,708,0,* Underreported due to incomplete data.
Minnesota,5/1/2019,690,690,0,* Underreported due to incomplete data.
Minnesota,4/1/2019,675,675,0,* Underreported due to incomplete data.
Minnesota,3/1/2019,650,650,0,* Underreported due to incomplete data.
Minnesota,2/1/2019,658,658,0,* Underreported due to incomplete data.
Minnesota,1/1/2019,665,665,0,* Underreported due to incomplete data.
Minnesota,12/1/2018,639,639,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,11/1/2018,641,641,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,10/1/2018,644,644,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,9/1/2018,644,644,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,8/1/2018,670,670,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,7/1/2018,687,687,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,6/1/2018,677,677,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,5/1/2018,690,690,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,4/1/2018,698,698,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,3/1/2018,713,713,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,2/1/2018,719,719,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,1/1/2018,718,718,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,12/1/2017,728,728,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,11/1/2017,729,729,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,10/1/2017,727,727,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,9/1/2017,720,720,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,8/1/2017,698,698,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,7/1/2017,686,686,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,6/1/2017,685,685,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,5/1/2017,676,676,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,4/1/2017,668,668,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,3/1/2017,664,664,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,2/1/2017,652,652,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,1/1/2017,655,655,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,12/1/2016,664,664,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,11/1/2016,654,654,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,10/1/2016,638,638,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,9/1/2016,647,647,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,8/1/2016,649,649,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,7/1/2016,645,645,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,6/1/2016,649,649,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,5/1/2016,631,631,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,4/1/2016,627,627,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,3/1/2016,626,626,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,2/1/2016,631,631,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,1/1/2016,607,607,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,12/1/2015,592,592,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,11/1/2015,588,588,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,10/1/2015,586,586,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,9/1/2015,574,574,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,8/1/2015,563,563,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,7/1/2015,549,549,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,6/1/2015,544,544,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,5/1/2015,550,550,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,4/1/2015,541,541,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,3/1/2015,529,529,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,2/1/2015,523,523,0,** Numbers may differ from published reports using final data. See Technical Notes.
Minnesota,1/1/2015,530,530,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,5/1/2020,424,443,0.4,* Underreported due to incomplete data.
Mississippi,4/1/2020,407,425,0.4,* Underreported due to incomplete data.
Mississippi,3/1/2020,396,416,0.4,* Underreported due to incomplete data.
Mississippi,2/1/2020,397,415,0.4,* Underreported due to incomplete data.
Mississippi,1/1/2020,382,399,0.4,* Underreported due to incomplete data.
Mississippi,12/1/2019,373,391,0.4,* Underreported due to incomplete data.
Mississippi,11/1/2019,356,374,0.4,* Underreported due to incomplete data.
Mississippi,10/1/2019,348,367,0.5,* Underreported due to incomplete data.
Mississippi,9/1/2019,341,361,0.5,* Underreported due to incomplete data.
Mississippi,8/1/2019,336,359,0.5,* Underreported due to incomplete data.
Mississippi,7/1/2019,339,364,0.6,* Underreported due to incomplete data.
Mississippi,6/1/2019,330,356,0.6,* Underreported due to incomplete data.
Mississippi,5/1/2019,307,332,0.6,* Underreported due to incomplete data.
Mississippi,4/1/2019,294,318,0.7,* Underreported due to incomplete data.
Mississippi,3/1/2019,289,312,0.7,* Underreported due to incomplete data.
Mississippi,2/1/2019,274,296,0.7,* Underreported due to incomplete data.
Mississippi,1/1/2019,289,312,0.7,* Underreported due to incomplete data.
Mississippi,12/1/2018,290,315,0.7,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,11/1/2018,299,325,0.7,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,10/1/2018,308,333,0.7,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,9/1/2018,315,339,0.6,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,8/1/2018,325,347,0.6,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,7/1/2018,308,327,0.5,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,6/1/2018,307,323,0.5,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,5/1/2018,313,328,0.4,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,4/1/2018,314,328,0.4,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,3/1/2018,327,341,0.4,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,2/1/2018,337,349,0.3,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,1/1/2018,324,334,0.3,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,12/1/2017,329,337,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,11/1/2017,330,337,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,10/1/2017,319,326,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,9/1/2017,318,324,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,8/1/2017,315,321,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,7/1/2017,327,332,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,6/1/2017,331,337,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,5/1/2017,329,334,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,4/1/2017,334,339,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,3/1/2017,327,331,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,2/1/2017,323,327,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,1/1/2017,329,333,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,12/1/2016,332,336,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,11/1/2016,334,337,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,10/1/2016,336,339,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,9/1/2016,327,329,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,8/1/2016,313,315,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,7/1/2016,319,320,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,6/1/2016,320,321,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,5/1/2016,323,324,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,4/1/2016,322,322,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,3/1/2016,334,334,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,2/1/2016,335,335,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,1/1/2016,338,338,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,12/1/2015,333,333,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,11/1/2015,325,325,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,10/1/2015,331,331,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,9/1/2015,337,337,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,8/1/2015,348,348,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,7/1/2015,343,343,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,6/1/2015,329,329,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,5/1/2015,328,328,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,4/1/2015,322,322,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,3/1/2015,307,307,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,2/1/2015,302,302,0,** Numbers may differ from published reports using final data. See Technical Notes.
Mississippi,1/1/2015,302,302,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,5/1/2020,1831,1831,0,* Underreported due to incomplete data.
Missouri,4/1/2020,1749,1749,0,* Underreported due to incomplete data.
Missouri,3/1/2020,1656,1656,0,* Underreported due to incomplete data.
Missouri,2/1/2020,1633,1633,0,* Underreported due to incomplete data.
Missouri,1/1/2020,1597,1597,0,* Underreported due to incomplete data.
Missouri,12/1/2019,1603,1603,0,* Underreported due to incomplete data.
Missouri,11/1/2019,1581,1581,0,* Underreported due to incomplete data.
Missouri,10/1/2019,1584,1584,0,* Underreported due to incomplete data.
Missouri,9/1/2019,1596,1596,0,* Underreported due to incomplete data.
Missouri,8/1/2019,1588,1588,0,* Underreported due to incomplete data.
Missouri,7/1/2019,1579,1579,0,* Underreported due to incomplete data.
Missouri,6/1/2019,1582,1582,0,* Underreported due to incomplete data.
Missouri,5/1/2019,1635,1635,0,* Underreported due to incomplete data.
Missouri,4/1/2019,1647,1647,0,* Underreported due to incomplete data.
Missouri,3/1/2019,1673,1673,0,* Underreported due to incomplete data.
Missouri,2/1/2019,1667,1667,0,* Underreported due to incomplete data.
Missouri,1/1/2019,1664,1664,0,* Underreported due to incomplete data.
Missouri,12/1/2018,1635,1635,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,11/1/2018,1627,1627,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,10/1/2018,1598,1598,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,9/1/2018,1566,1566,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,8/1/2018,1560,1560,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,7/1/2018,1524,1524,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,6/1/2018,1495,1495,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,5/1/2018,1455,1455,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,4/1/2018,1440,1440,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,3/1/2018,1407,1407,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,2/1/2018,1407,1407,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,1/1/2018,1397,1397,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,12/1/2017,1398,1398,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,11/1/2017,1407,1407,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,10/1/2017,1428,1428,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,9/1/2017,1421,1421,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,8/1/2017,1392,1392,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,7/1/2017,1395,1395,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,6/1/2017,1403,1403,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,5/1/2017,1403,1403,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,4/1/2017,1403,1403,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,3/1/2017,1415,1415,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,2/1/2017,1388,1388,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,1/1/2017,1394,1394,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,12/1/2016,1386,1386,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,11/1/2016,1329,1329,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,10/1/2016,1288,1288,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,9/1/2016,1247,1247,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,8/1/2016,1236,1236,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,7/1/2016,1192,1192,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,6/1/2016,1157,1157,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,5/1/2016,1147,1147,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,4/1/2016,1150,1150,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,3/1/2016,1129,1129,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,2/1/2016,1121,1121,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,1/1/2016,1096,1096,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,12/1/2015,1087,1087,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,11/1/2015,1090,1090,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,10/1/2015,1071,1071,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,9/1/2015,1081,1081,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,8/1/2015,1070,1070,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,7/1/2015,1103,1103,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,6/1/2015,1116,1116,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,5/1/2015,1093,1093,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,4/1/2015,1072,1072,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,3/1/2015,1092,1092,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,2/1/2015,1107,1107,0,** Numbers may differ from published reports using final data. See Technical Notes.
Missouri,1/1/2015,1108,1108,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,5/1/2020,150,153,0.1,* Underreported due to incomplete data.
Montana,4/1/2020,148,150,0.1,* Underreported due to incomplete data.
Montana,3/1/2020,138,140,0.1,* Underreported due to incomplete data.
Montana,2/1/2020,136,137,0.1,* Underreported due to incomplete data.
Montana,1/1/2020,139,139,0.1,* Underreported due to incomplete data.
Montana,12/1/2019,139,139,0,* Underreported due to incomplete data.
Montana,11/1/2019,140,140,0,* Underreported due to incomplete data.
Montana,10/1/2019,134,134,0,* Underreported due to incomplete data.
Montana,9/1/2019,137,137,0,* Underreported due to incomplete data.
Montana,8/1/2019,138,139,0,* Underreported due to incomplete data.
Montana,7/1/2019,133,133,0,* Underreported due to incomplete data.
Montana,6/1/2019,123,123,0,* Underreported due to incomplete data.
Montana,5/1/2019,126,126,0,* Underreported due to incomplete data.
Montana,4/1/2019,129,129,0,* Underreported due to incomplete data.
Montana,3/1/2019,124,124,0,* Underreported due to incomplete data.
Montana,2/1/2019,123,123,0,* Underreported due to incomplete data.
Montana,1/1/2019,120,120,0,* Underreported due to incomplete data.
Montana,12/1/2018,117,117,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,11/1/2018,116,116,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,10/1/2018,112,112,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,9/1/2018,112,112,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,8/1/2018,109,109,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,7/1/2018,105,105,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,6/1/2018,107,107,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,5/1/2018,97,97,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,4/1/2018,97,97,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,3/1/2018,99,99,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,2/1/2018,105,105,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,1/1/2018,114,114,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,12/1/2017,118,118,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,11/1/2017,115,115,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,10/1/2017,123,124,0,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,9/1/2017,119,120,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,8/1/2017,117,118,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,7/1/2017,119,120,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,6/1/2017,124,125,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,5/1/2017,127,128,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,4/1/2017,125,127,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,3/1/2017,128,130,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,2/1/2017,131,133,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,1/1/2017,119,121,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,12/1/2016,114,116,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,11/1/2016,120,122,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,10/1/2016,120,122,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,9/1/2016,123,126,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,8/1/2016,130,133,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,7/1/2016,127,130,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,6/1/2016,121,124,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,5/1/2016,123,125,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,4/1/2016,128,130,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,3/1/2016,125,127,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,2/1/2016,120,122,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,1/1/2016,126,128,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,12/1/2015,131,133,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,11/1/2015,128,130,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,10/1/2015,126,128,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,9/1/2015,125,127,0.1,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,8/1/2015,121,123,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,7/1/2015,128,131,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,6/1/2015,132,135,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,5/1/2015,135,138,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,4/1/2015,126,129,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,3/1/2015,129,132,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,2/1/2015,125,128,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Montana,1/1/2015,121,124,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,5/1/2020,176,177,0,* Underreported due to incomplete data.
Nebraska,4/1/2020,165,165,0,* Underreported due to incomplete data.
Nebraska,3/1/2020,150,150,0,* Underreported due to incomplete data.
Nebraska,2/1/2020,143,143,0,* Underreported due to incomplete data.
Nebraska,1/1/2020,146,146,0,* Underreported due to incomplete data.
Nebraska,12/1/2019,148,148,0,* Underreported due to incomplete data.
Nebraska,11/1/2019,151,151,0,* Underreported due to incomplete data.
Nebraska,10/1/2019,151,151,0,* Underreported due to incomplete data.
Nebraska,9/1/2019,151,151,0,* Underreported due to incomplete data.
Nebraska,8/1/2019,145,146,0,* Underreported due to incomplete data.
Nebraska,7/1/2019,139,140,0,* Underreported due to incomplete data.
Nebraska,6/1/2019,137,137,0,* Underreported due to incomplete data.
Nebraska,5/1/2019,140,141,0,* Underreported due to incomplete data.
Nebraska,4/1/2019,147,147,0,* Underreported due to incomplete data.
Nebraska,3/1/2019,151,152,0,* Underreported due to incomplete data.
Nebraska,2/1/2019,150,150,0,* Underreported due to incomplete data.
Nebraska,1/1/2019,147,147,0,* Underreported due to incomplete data.
Nebraska,12/1/2018,140,140,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,11/1/2018,139,139,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,10/1/2018,144,144,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,9/1/2018,153,153,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,8/1/2018,158,158,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,7/1/2018,166,166,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,6/1/2018,165,165,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,5/1/2018,165,165,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,4/1/2018,166,166,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,3/1/2018,163,163,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,2/1/2018,150,150,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,1/1/2018,152,152,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,12/1/2017,157,157,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,11/1/2017,154,154,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,10/1/2017,144,144,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,9/1/2017,131,131,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,8/1/2017,124,124,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,7/1/2017,121,121,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,6/1/2017,120,120,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,5/1/2017,113,113,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,4/1/2017,108,108,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,3/1/2017,110,110,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,2/1/2017,116,116,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,1/1/2017,114,114,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,12/1/2016,113,113,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,11/1/2016,114,114,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,10/1/2016,108,108,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,9/1/2016,113,113,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,8/1/2016,118,118,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,7/1/2016,118,118,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,6/1/2016,118,118,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,5/1/2016,123,123,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,4/1/2016,127,127,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,3/1/2016,125,125,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,2/1/2016,126,126,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,1/1/2016,122,122,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,12/1/2015,123,123,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,11/1/2015,126,126,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,10/1/2015,135,135,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,9/1/2015,135,135,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,8/1/2015,131,131,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,7/1/2015,132,132,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,6/1/2015,130,130,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,5/1/2015,129,129,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,4/1/2015,125,125,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,3/1/2015,131,131,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,2/1/2015,129,129,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nebraska,1/1/2015,121,121,0,** Numbers may differ from published reports using final data. See Technical Notes.
Nevada,5/1/2020,753,764,0.1,* Underreported due to incomplete data.
Nevada,4/1/2020,723,732,0.1,* Underreported due to incomplete data.
Nevada,3/1/2020,703,710,0.1,* Underreported due to incomplete data.
Nevada,2/1/2020,695,700,0.1,* Underreported due to incomplete data.
Nevada,1/1/2020,701,704,0.1,* Underreported due to incomplete data.
Nevada,12/1/2019,710,714,0.1,* Underreported due to incomplete data.
Nevada,11/1/2019,720,728,0.1,* Underreported due to incomplete data.
Nevada,10/1/2019,725,735,0.1,* Underreported due to incomplete data.
Nevada,9/1/2019,739,756,0.2,* Underreported due to incomplete data.
Nevada,8/1/2019,733,752,0.2,* Underreported due to incomplete data.
Nevada,7/1/2019,747,766,0.2,* Underreported due to incomplete data.
Nevada,6/1/2019,761,780,0.2,* Underreported due to incomplete data.
Nevada,5/1/2019,772,792,0.2,* Underreported due to incomplete data.
Nevada,4/1/2019,753,773,0.2,* Underreported due to incomplete data.
Nevada,3/1/2019,750,770,0.2,* Underreported due to incomplete data.
Nevada,2/1/2019,755,773,0.3,* Underreported due to incomplete data.
Nevada,1/1/2019,752,767,0.2,* Underreported due to incomplete data.
Nevada,12/1/2018,741,761,0.3,** Numbers may differ from published reports using final data. See Technical Notes.
Nevada,11/1/2018,726,744,0.2,** Numbers may differ from published reports using final data. See Technical Notes.
